,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_kcat,Rxn_genes_rules,Rxn_mW_c,Rxn_mW_m,Rxn_numTMb,Rxn_mW_c_Total,Rxn_mW_m_Total,Rxn_locations_Total,Rxn_count_Tmb_Total
0,ALATA_D2,D-alanine transaminase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,6.8625,b2551 or b0870,36495.0,0.0,0,"[45317.0, 36495.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
1,SHCHD2,Sirohydrochlorin dehydrogenase (NAD),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.45,b3368,49951.0,0,0,[49951.0],[0.0],['Cytoplasmic'],[0]
2,CPPPGO,Coproporphyrinogen oxidase (O2 required),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.003,b2436,34323.0,0,0,[34323.0],[0.0],['Cytoplasmic'],[0]
3,GTHOr_f,Glutathione oxidoreductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,733.3,b3500,48773.0,0,0,[48773.0],[0.0],['Cytoplasmic'],[0]
4,DHORD5,Dihydroorotic acid (menaquinone-8),Cytoplasmic,Purine and Pyrimidine Biosynthesis,82.0,b0945,36775.0,0,0,[36775.0],[0.0],['Cytoplasmic'],[0]
5,GLYCTO2,Glycolate oxidase,Cytoplasmic,Alternate Carbon Metabolism,15.7,b2979 and b4468 and b4467,137283.0,0,0,[137283.0],[0.0],['Cytoplasmic'],[0]
6,GLYCTO3,Glycolate oxidase,Cytoplasmic,Alternate Carbon Metabolism,15.7,b2979 and b4468 and b4467,137283.0,0,0,[137283.0],[0.0],['Cytoplasmic'],[0]
7,GLYCTO4,Glycolate oxidase,Cytoplasmic,Alternate Carbon Metabolism,15.7,b2979 and b4468 and b4467,137283.0,0,0,[137283.0],[0.0],['Cytoplasmic'],[0]
8,PFK_3,Phosphofructokinase (s7p),Cytoplasmic,Pentose Phosphate Pathway,31.0185,b3916,34842.0,0,0,[34842.0],[0.0],['Cytoplasmic'],[0]
9,TRPS2,Tryptophan synthase (indole),Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.695,b1260 and b1261,71707.0,0,0,[71707.0],[0.0],['Cytoplasmic'],[0]
10,G3PD5,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),Cytoplasmic,Oxidative Phosphorylation,33.3,(b2243 and b2242 and b2241) or b3426,56751.0,0.0,0,"[148423.0, 56751.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
11,EX_acgam_e_f,N-Acetyl-D-glucosamine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
12,EX_cellb_e_f,Cellobiose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
13,EX_chol_e_f,Choline exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
14,LEUTAi,Leucine transaminase (irreversible),Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",15.655,b3770 or b4054,34094.0,0,0,"[34094.0, 43538.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
15,SHK3Dr_f,Shikimate dehydrogenase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",236.745,b3281 or b1692,29414.0,0,0,"[29414.0, 31228.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
16,G5SD,Glutamate-5-semialdehyde dehydrogenase,Cytoplasmic,Arginine and Proline Metabolism,176.8525,b0243,44630.0,0,0,[44630.0],[0.0],['Cytoplasmic'],[0]
17,ALATA_L2,Alanine transaminase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,6.8625,b0870 or b2551,36495.0,0,0,"[36495.0, 45317.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
18,MAN6PI_f,Mannose-6-phosphate isomerase,Cytoplasmic,Alternate Carbon Metabolism,1.38,b1613,42850.0,0,0,[42850.0],[0.0],['Cytoplasmic'],[0]
19,APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,7.3275,b0414,40338.0,0,0,[40338.0],[0.0],['Cytoplasmic'],[0]
20,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,2.848283333,b3041,23353.0,0,0,[23353.0],[0.0],['Cytoplasmic'],[0]
21,RBFK,Riboflavin kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,3.716666667,b0025,34734.0,0,0,[34734.0],[0.0],['Cytoplasmic'],[0]
22,ACP1_FMN,Acid phosphatase (FMN),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.59,b3812 or b0446 or b0844,27122.0,0,0,"[27122.0, 30371.0, 30196.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
23,RBFSb,Riboflavin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.267,b1662,23445.0,0,0,[23445.0],[0.0],['Cytoplasmic'],[0]
24,EX_pi_e_f,Phosphate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
25,EX_h_e_f,H+ exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
26,DMATT,Dimethylallyltranstransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.49,b0421,32160.0,0,0,[32160.0],[0.0],['Cytoplasmic'],[0]
27,GRTT,Geranyltranstransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.345,b0421,32160.0,0,0,[32160.0],[0.0],['Cytoplasmic'],[0]
28,UPP3S,Uroporphyrinogen-III synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,500.0,b3804,27798.0,0,0,[27798.0],[0.0],['Cytoplasmic'],[0]
29,UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.317,b3997,39248.0,0,0,[39248.0],[0.0],['Cytoplasmic'],[0]
30,TMDPP_f,Thymidine phosphorylase,Cytoplasmic,Nucleotide Salvage Pathway,130.0,b4382,47207.0,0,0,[47207.0],[0.0],['Cytoplasmic'],[0]
31,EX_ade_e_f,Adenine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
32,EX_4abut_e_f,4-Aminobutanoate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
33,EX_ac_e_f,Acetate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
34,EX_akg_e_f,2-Oxoglutarate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
35,EX_ala__L_e_f,L-Alanine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
36,EX_arg__L_e_f,L-Arginine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
37,EX_asp__L_e_f,L-Aspartate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
38,EX_cytd_e_f,Cytidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
39,EX_dcyt_e_f,Deoxycytidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
40,EX_fum_e_f,Fumarate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
41,EX_glu__L_e_f,L-Glutamate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
42,EX_gua_e_f,Guanine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
43,HCO3E_f,HCO3 equilibration reaction,Cytoplasmic,Unassigned,5105.107143,b0126 or b0339,23764.0,0.0,0,"[25097.0, 23764.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
44,IMPC_f,IMP cyclohydrolase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,8.6,b4006,57329.0,0,0,[57329.0],[0.0],['Cytoplasmic'],[0]
45,IMPD,IMP dehydrogenase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,13.0,b2508,52022.0,0,0,[52022.0],[0.0],['Cytoplasmic'],[0]
46,ECOAH4_f,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,380.5,b2341 or b3846,77072.0,0,0,"[77072.0, 79594.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
47,GLUTRS,Glutamyl-tRNA synthetase,Cytoplasmic,tRNA Charging,2.2,b2400,53816.0,0,0,[53816.0],[0.0],['Cytoplasmic'],[0]
48,TMPPP,Thiamine-phosphate diphosphorylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,16.08025,b3993,23015.0,0,0,[23015.0],[0.0],['Cytoplasmic'],[0]
49,URIK1,Uridine kinase  ATPUridine,Cytoplasmic,Nucleotide Salvage Pathway,0.0041,b2066,24353.0,0,0,[24353.0],[0.0],['Cytoplasmic'],[0]
50,URIK2,Uridine kinase (GTP:Uridine),Cytoplasmic,Nucleotide Salvage Pathway,0.0041,b2066,24353.0,0,0,[24353.0],[0.0],['Cytoplasmic'],[0]
51,CYTDK1,ATP:cytidine 5'-phosphotransferase,Cytoplasmic,Nucleotide Salvage Pathway,0.0041,b2066,24353.0,0,0,[24353.0],[0.0],['Cytoplasmic'],[0]
52,CYTDK2,Cytidine kinase (GTP),Cytoplasmic,Nucleotide Salvage Pathway,0.0041,b2066,24353.0,0,0,[24353.0],[0.0],['Cytoplasmic'],[0]
53,XPPT,Xanthine phosphoribosyltransferase,Cytoplasmic,Nucleotide Salvage Pathway,131.0,b0238,16971.0,0,0,[16971.0],[0.0],['Cytoplasmic'],[0]
54,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),Cytoplasmic,Nucleotide Salvage Pathway,83.4,b0238 or b0125,16971.0,0,0,"[16971.0, 20115.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
55,NDPK5_f,Nucleoside-diphosphate kinase (ATP:dGDP),Cytoplasmic,Nucleotide Salvage Pathway,571.5,b0474 or b2518,15463.0,0.0,0,"[23586.0, 15463.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
56,DHORTS_f,Dihydroorotase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,1.71,b1062,38827.0,0,0,[38827.0],[0.0],['Cytoplasmic'],[0]
57,OMPDC,Orotidine-5'-phosphate decarboxylase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,42.0,b1281,26350.0,0,0,[26350.0],[0.0],['Cytoplasmic'],[0]
58,CS,Citrate synthase,Cytoplasmic,Citric Acid Cycle,51.0,b0720,48015.0,0,0,[48015.0],[0.0],['Cytoplasmic'],[0]
59,ICDHyr_f,Isocitrate dehydrogenase (NADP),Cytoplasmic,Citric Acid Cycle,11.1,b1136,45757.0,0,0,[45757.0],[0.0],['Cytoplasmic'],[0]
60,ACALD_f,Acetaldehyde dehydrogenase (acetylating),Cytoplasmic,Pyruvate Metabolism,15.7,b0351 or b1241,33442.0,0,0,"[33442.0, 96127.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
61,ACS,Acetyl-CoA synthetase,Cytoplasmic,Pyruvate Metabolism,66.6,b4069,72094.0,0,0,[72094.0],[0.0],['Cytoplasmic'],[0]
62,PPA,Inorganic diphosphatase,Cytoplasmic,Anaplerotic Reactions,390.0,b2744 or b2502 or b4226,19704.0,0.0,0,"[26900.0, 58136.0, 19704.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
63,PPCK,Phosphoenolpyruvate carboxykinase,Cytoplasmic,Anaplerotic Reactions,38.0,b3403,59643.0,0,0,[59643.0],[0.0],['Cytoplasmic'],[0]
64,ME1,Malic enzyme (NAD),Cytoplasmic,Anaplerotic Reactions,134.4,b1479,63197.0,0,0,[63197.0],[0.0],['Cytoplasmic'],[0]
65,ALAR_f,Alanine racemase,Cytoplasmic,Alanine and Aspartate Metabolism,27.6,b1190 or b4053,38845.0,0,0,"[38845.0, 39153.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
66,ALATA_L_f,L-alanine transaminase,Cytoplasmic,Alanine and Aspartate Metabolism,17.1,b2290 or b2379,45517.0,0,0,"[45517.0, 46216.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
67,XYLK,Xylulokinase,Cytoplasmic,Alternate Carbon Metabolism,3308.46,b0063 or b3564,52618.0,0.0,0,"[61089.0, 52618.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
68,RBK,Ribokinase,Cytoplasmic,Alternate Carbon Metabolism,9.166666667,b3752,32291.0,0,0,[32291.0],[0.0],['Cytoplasmic'],[0]
69,GLYK,Glycerol kinase,Cytoplasmic,Alternate Carbon Metabolism,4900.0,b3926,56231.0,0,0,[56231.0],[0.0],['Cytoplasmic'],[0]
70,PPM_f,Phosphopentomutase,Cytoplasmic,Alternate Carbon Metabolism,173.0,b4383,44370.0,0,0,[44370.0],[0.0],['Cytoplasmic'],[0]
71,ASPTA_f,Aspartate transaminase,Cytoplasmic,Alanine and Aspartate Metabolism,404.0,b0928 or b4054,43538.0,0.0,0,"[43573.0, 43538.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
72,FBP,Fructose-bisphosphatase,Cytoplasmic,Glycolysis/Gluconeogenesis,19.3,b4232 or b3925 or b2930 or b3697,29721.0,0.0,0,"[36834.0, 35852.0, 34323.0, 29721.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
73,GLGC,Glucose-1-phosphate adenylyltransferase,Cytoplasmic,Glycolysis/Gluconeogenesis,370.0,b3430,48698.0,0,0,[48698.0],[0.0],['Cytoplasmic'],[0]
74,PYK,Pyruvate kinase,Cytoplasmic,Glycolysis/Gluconeogenesis,135.5,b1854 or b1676,50729.0,0.0,0,"[51357.0, 50729.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
75,A5PISO_f,Arabinose-5-phosphate isomerase,Cytoplasmic,Alternate Carbon Metabolism,10.5,b3197 or b2708,34031.0,0.0,0,"[35196.0, 34031.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
76,EX_met__L_e_f,L-Methionine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
77,EX_metsox_S__L_e_f,L-Methionine S-oxide exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
78,IPPMIb_f,2-isopropylmalate hydratase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",10.0,b0071 and b0072,72369.0,0,0,[72369.0],[0.0],['Cytoplasmic'],[0]
79,ACHBS,2-aceto-2-hydroxybutanoate synthase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",33.0,(b3670 and b3671) or (b0077 and b0078),71547.0,0,0,"[71547.0, 80961.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
80,ACLS,Acetolactate synthase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",38.94,(b0077 and b0078) or (b3670 and b3671),71547.0,0.0,0,"[80961.0, 71547.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
81,PSCVT_f,3-phosphoshikimate 1-carboxyvinyltransferase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",24.6285905,b0908,46096.0,0,0,[46096.0],[0.0],['Cytoplasmic'],[0]
82,ANS,Anthranilate synthase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",383.0,b1263 and b1264,114364.0,0,0,[114364.0],[0.0],['Cytoplasmic'],[0]
83,ANPRT,Anthranilate phosphoribosyltransferase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",4.4,b1263,56870.0,0,0,[56870.0],[0.0],['Cytoplasmic'],[0]
84,CHORM,Chorismate mutase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",233450.0,b2599 or b2600,42043.0,0.0,0,"[43111.0, 42043.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
85,CHORS,Chorismate synthase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",29.0,b2329,39137.0,0,0,[39137.0],[0.0],['Cytoplasmic'],[0]
86,IGPS,Indole-3-glycerol-phosphate synthase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",9.3,b1262,49492.0,0,0,[49492.0],[0.0],['Cytoplasmic'],[0]
87,EX_crn_e_f,L-Carnitine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
88,EX_fe3_e_f,Fe3+ exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
89,EX_glcn_e_f,D-Gluconate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
90,EX_gln__L_e_f,L-Glutamine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
91,EX_glyc_e_f,Glycerol exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
92,EX_man_e_f,D-Mannose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
93,EX_mn2_e_f,Mn2+ exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
94,EX_rib__D_e_f,D-Ribose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
95,EX_sbt__D_e_f,D-Sorbitol exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
96,ECOAH6_f,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,380.5,b2341 or b3846,77072.0,0,0,"[77072.0, 79594.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
97,ENO_f,Enolase,Cytoplasmic,Glycolysis/Gluconeogenesis,141.4,b2779,45655.0,0,0,[45655.0],[0.0],['Cytoplasmic'],[0]
98,FBA_f,Fructose-bisphosphate aldolase,Cytoplasmic,Glycolysis/Gluconeogenesis,10.8,b2925 or b2097,38109.0,0.0,0,"[39147.0, 38109.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
99,MGSA,Methylglyoxal synthase,Cytoplasmic,Methylglyoxal Metabolism,220.0,b0963,16919.0,0,0,[16919.0],[0.0],['Cytoplasmic'],[0]
100,PPS,Phosphoenolpyruvate synthase,Cytoplasmic,Glycolysis/Gluconeogenesis,0.33,b1702,87435.0,0,0,[87435.0],[0.0],['Cytoplasmic'],[0]
101,PGI_f,Glucose-6-phosphate isomerase,Cytoplasmic,Glycolysis/Gluconeogenesis,923.75,b4025,61530.0,0,0,[61530.0],[0.0],['Cytoplasmic'],[0]
102,PGK_f,Phosphoglycerate kinase,Cytoplasmic,Glycolysis/Gluconeogenesis,1480.0,b2926,41118.0,0,0,[41118.0],[0.0],['Cytoplasmic'],[0]
103,EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,Cytoplasmic,Pentose Phosphate Pathway,149.93,b1850,22284.0,0,0,[22284.0],[0.0],['Cytoplasmic'],[0]
104,PGL,6-phosphogluconolactonase,Cytoplasmic,Pentose Phosphate Pathway,570.2,b0767,36308.0,0,0,[36308.0],[0.0],['Cytoplasmic'],[0]
105,RPE_f,Ribulose 5-phosphate 3-epimerase,Cytoplasmic,Pentose Phosphate Pathway,873.3,b3386,24554.0,0,0,[24554.0],[0.0],['Cytoplasmic'],[0]
106,TALA_f,Transaldolase,Cytoplasmic,Pentose Phosphate Pathway,13.0,b0008 or b2464,35219.0,0,0,"[35219.0, 35659.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
107,TKT1_f,Transketolase,Cytoplasmic,Pentose Phosphate Pathway,4.24375,b2935 or b2465,72212.0,0,0,"[72212.0, 73043.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
108,G6PDA,Glucosamine-6-phosphate deaminase,Cytoplasmic,Alternate Carbon Metabolism,72.93333333,b0678,29774.0,0,0,[29774.0],[0.0],['Cytoplasmic'],[0]
109,ALCD2x_f,Alcohol dehydrogenase (ethanol),Cytoplasmic,Pyruvate Metabolism,352.2,b1241 or b1478,35380.0,0.0,0,"[96127.0, 35380.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
110,ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",Cytoplasmic,Alternate Carbon Metabolism,53.5,b3588 or b3011 or b3003 or b0493 or b4269,29410.0,0.0,0,"[56306.0, 42097.0, 31488.0, 29410.0, 36502.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0, 0]"
111,RMI_f,L-rhamnose isomerase,Cytoplasmic,Alternate Carbon Metabolism,224.0,b3903,47199.0,0,0,[47199.0],[0.0],['Cytoplasmic'],[0]
112,EX_ura_e_f,Uracil exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
113,EX_val__L_e_f,L-Valine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
114,EX_xan_e_f,Xanthine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
115,FMNAT,FMN adenylyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,370.0,b0025,34734.0,0,0,[34734.0],[0.0],['Cytoplasmic'],[0]
116,NADDP,NAD diphosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,19.3,b3996 or b2411,29689.0,0,0,"[29689.0, 73606.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
117,NMNAT,Nicotinamide-nucleotide adenylyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.904583333,b4390 or b0639,24528.0,0.0,0,"[47346.0, 24528.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
118,HMPK1,Hydroxymethylpyrimidine kinase (ATP),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.254175,b2103 or b2418,28634.0,0,0,"[28634.0, 30847.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
119,NDPK6_f,Nucleoside-diphosphate kinase (ATP:dUDP),Cytoplasmic,Nucleotide Salvage Pathway,571.5,b0474 or b2518,15463.0,0.0,0,"[23586.0, 15463.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
120,NDPK8_f,Nucleoside-diphosphate kinase (ATP:dADP),Cytoplasmic,Nucleotide Salvage Pathway,571.5,b0474 or b2518,15463.0,0.0,0,"[23586.0, 15463.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
121,PYNP2r_f,Pyrimidine-nucleoside phosphorylase (uracil),Cytoplasmic,Nucleotide Salvage Pathway,150.0,b3831,27159.0,0,0,[27159.0],[0.0],['Cytoplasmic'],[0]
122,DURIPP_f,Deoxyuridine phosphorylase,Cytoplasmic,Nucleotide Salvage Pathway,39.965,b4382 or b4384,25950.0,0.0,0,"[47207.0, 25950.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
123,PTRCTA,Putrescine Transaminase,Cytoplasmic,Arginine and Proline Metabolism,278.0,b3073,49661.0,0,0,[49661.0],[0.0],['Cytoplasmic'],[0]
124,CYSDS,Cysteine Desulfhydrase,Cytoplasmic,Cysteine Metabolism,25.35,b3008 or b3708,43212.0,0,0,"[43212.0, 52773.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
125,TRPAS2_f,Tryptophanase (L-tryptophan),Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",5.4,b3708,52773.0,0,0,[52773.0],[0.0],['Cytoplasmic'],[0]
126,NDP3,Nucleoside diphosphatase  GDP,Cytoplasmic,Nucleotide Salvage Pathway,660.3553889,b1134 or b3614,17433.0,0,0,"[17433.0, 35353.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
127,CDPPH,CDP phosphohydrolase,Cytoplasmic,Nucleotide Salvage Pathway,700.0,b3614,35353.0,0,0,[35353.0],[0.0],['Cytoplasmic'],[0]
128,NDP7,Nucleoside diphosphatase  UDP,Cytoplasmic,Nucleotide Salvage Pathway,80.9,b3614,35353.0,0,0,[35353.0],[0.0],['Cytoplasmic'],[0]
129,EX_co2_e_f,CO2 exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
130,PMDPHT,Pyrimidine phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,1.465,b0844 or b3812,27122.0,0.0,0,"[30196.0, 27122.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
131,ILETA_f,Isoleucine transaminase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",48.0,b3770,34094.0,0,0,[34094.0],[0.0],['Cytoplasmic'],[0]
132,VALTA_f,Valine transaminase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",19.0,b3770,34094.0,0,0,[34094.0],[0.0],['Cytoplasmic'],[0]
133,ORPT_f,Orotate phosphoribosyltransferase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,1.95,b3642,23567.0,0,0,[23567.0],[0.0],['Cytoplasmic'],[0]
134,RBFSa,Riboflavin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.040957143,b0415,16157.0,0,0,[16157.0],[0.0],['Cytoplasmic'],[0]
135,DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",11.5,b3771,65532.0,0,0,[65532.0],[0.0],['Cytoplasmic'],[0]
136,G1PP,Glucose-1-phosphatase,Cytoplasmic,Glycolysis/Gluconeogenesis,117.0,b2293 or b3885 or b3697,22732.0,0.0,0,"[23008.0, 22732.0, 29721.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
137,PFL,Pyruvate formate lyase,Cytoplasmic,Pyruvate Metabolism,770.0,(b0902 and b0903) or (b0902 and b3114) or (b3951 and b3952) or ((b0902 and b0903) and b2579),113561.0,0,0,"[113561.0, 114140.0, 118390.0, 127845.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
