,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_kcat,Rxn_genes_rules,Rxn_mW_c,Rxn_mW_m,Rxn_numTMb,Rxn_mW_c_Total,Rxn_mW_m_Total,Rxn_locations_Total,Rxn_count_Tmb_Total
2609,ILEt3pp,L-isoleucine transport out via proton antiport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b4141,44778.0,24745.73684,11,[44778.0],[24745.73684],['Inner Membrane'],[11]
2610,METt3pp,L-methionine tranport out via proton antiport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1798 or b4141,23201.0,13789.27358,6,"[23201.0, 44778.0]","[13789.27358, 24745.73684]","['Inner Membrane', 'Inner Membrane']","[6, 11]"
2611,GSNt3pp,Guanosine transport out via proton antiport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3662,41842.0,26626.72727,12,[41842.0],[26626.72727],['Inner Membrane'],[12]
2612,CLtipp,Chloride ion transport in via diffusion (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,100000000.0,b1592,44153.0,22393.38756,10,[44153.0],[22393.38756],['Inner Membrane'],[10]
2613,5DKGR_f,5-keto-D-gluconate 5-reductase,Cytoplasmic,Alternate Carbon Metabolism,0.024,b2842 or b4266,27070.0,0,0,"[27070.0, 27563.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2614,PItpp,Phosphate export via facillated diffusion (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,100000000.0,b4020,59467.0,18398.62983,8,[59467.0],[18398.62983],['Inner Membrane'],[8]
2615,LEUt3pp,L-leucine transport out via proton antiport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1798 or b4141,23201.0,13789.27358,6,"[23201.0, 44778.0]","[13789.27358, 24745.73684]","['Inner Membrane', 'Inner Membrane']","[6, 11]"
2616,INSt3pp,Inosine transport out via proton antiport (perisplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3662,41842.0,26626.72727,12,[41842.0],[26626.72727],['Inner Membrane'],[12]
2617,INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)",Inner Membrane,"Transport, Inner Membrane",22.0,b3161,44333.0,24736.52899,11,[44333.0],[24736.52899],['Inner Membrane'],[11]
2618,ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b0401,46209.0,26525.43964,12,[46209.0],[26525.43964],['Inner Membrane'],[12]
2619,GLYtpp_f,Glycine transport via facillitated diffusion,Inner Membrane,"Transport, Inner Membrane",100000000.0,b3927,29780.0,14837.01068,6,[29780.0],[14837.01068],['Inner Membrane'],[6]
2620,PYK6,RE2954,Cytoplasmic,Nucleotide Salvage Pathway,3204.0,b1854,51357.0,0,0,[51357.0],[0.0],['Cytoplasmic'],[0]
2621,FADt,"FAD transporter, periplasm",Inner Membrane,"Transport, Inner Membrane",22.0,b1985,60061.0,25583.57038,11,[60061.0],[25583.57038],['Inner Membrane'],[11]
2622,FADtex_f,"FAD transport, outer membrane",Cytoplasmic,"Transport, Outer Membrane",22.0,b0241 or b2215 or b1377 or b0929,38922.0,0.0,0,"[38922.0, 40368.0, 41220.0, 39333.0]","[0.0, 17383.90751, 0.0, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 16, 0, 17]"
2623,AI2abcpp,Autoinducer-2 ABC transporter,Inner Membrane,"Transport, Inner Membrane",95.19583333,b1516 and b1513 and b1515 and b1514,163357.0,42039.57177,19,[163357.0],[42039.57177],['Inner Membrane'],[19]
2624,PAI2I,Phospho-AI-2 isomerase,Cytoplasmic,Methionine Metabolism,1265.461667,b1518,11255.0,0,0,[11255.0],[0.0],['Cytoplasmic'],[0]
2625,4HBZt3pp,4-hydroxybenzoate transport out via antiporter,Inner Membrane,"Transport, Inner Membrane",22.0,b3240 and b3241,108366.0,28309.192986,12,[108366.0],[28309.192986],['Inner Membrane'],[12]
2626,CURR,NADPH-dependent curcumin reductase,Cytoplasmic,Alternate Carbon Metabolism,9.5,b1449,37610.0,0,0,[37610.0],[0.0],['Cytoplasmic'],[0]
2627,LKDRA_f,2-keto-3-deoxy-L-rhamnonate aldolase,Cytoplasmic,Alternate Carbon Metabolism,0.35,b2245,28916.0,0,0,[28916.0],[0.0],['Cytoplasmic'],[0]
2628,METNA_f,L-amino acid N-acyltransferase,Cytoplasmic,Methionine Metabolism,32.4876,b1448,19248.0,0,0,[19248.0],[0.0],['Cytoplasmic'],[0]
2629,XYHDL,?-D-xyloside xylohydrolase,Cytoplasmic,Cell Envelope Biosynthesis,51.3,b3656,88079.0,0,0,[88079.0],[0.0],['Cytoplasmic'],[0]
2630,2DGLCtex_f,2-Deoxy-D-glucose transport via diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane",100000000.0,b1377 or b0241 or b2215 or b0929,38922.0,0.0,0,"[41220.0, 38922.0, 40368.0, 39333.0]","[0.0, 0.0, 17383.90751, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 16, 17]"
2631,E4PP,Erythrose-4-phosphate phosphatase,Cytoplasmic,Alternate Carbon Metabolism,0.766,b0822 or b2293 or b2690 or b3826 or b1727,20780.0,0.0,0,"[30413.0, 23008.0, 20780.0, 29708.0, 24330.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0, 0]"
2632,PUACGAMS_f,"Poly-?-1,6-N-acetyl-D-glucosamine synthase",Inner Membrane,Cell Envelope Biosynthesis,35.875,b1021 and b1022,66848.0,17017.391035,7,[66848.0],[17017.391035],['Inner Membrane'],[7]
2633,RU5PP,Ribulose-5-Phosphate Phosphatase,Cytoplasmic,Alternate Carbon Metabolism,0.012,b2293,23008.0,0,0,[23008.0],[0.0],['Cytoplasmic'],[0]
2634,6D6SFK,6-deoxy-6-sulfofructose kinase,Cytoplasmic,Alternate Carbon Metabolism,14.80483333,b3883,31728.0,0,0,[31728.0],[0.0],['Cytoplasmic'],[0]
2635,3SLAR,3-sulfolactaldehyde reductase,Cytoplasmic,Alternate Carbon Metabolism,213.4339433,b3882,31158.0,0,0,[31158.0],[0.0],['Cytoplasmic'],[0]
2636,SQtex_f,Sulphoquinovose transport via diffusion,Cytoplasmic,"Transport, Outer Membrane",100000000.0,b3875,27200.0,0,0,[27200.0],[0.0],['Cytoplasmic'],[0]
2637,EX_dhps_e_f,"2,3-Dihydroxypropane-1-sulfonate exchange",Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2638,MOX,Malate oxidase,Cytoplasmic,Citric Acid Cycle,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2639,URATEtex_f,Uric acid transport,Cytoplasmic,"Transport, Outer Membrane Porin",22.0,b2215 or b0241 or b0929 or b1377,38922.0,0.0,0,"[40368.0, 38922.0, 39333.0, 41220.0]","[17383.90751, 0.0, 21633.15, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[16, 0, 17, 0]"
2640,EX_cs1_e_f,Cesium ion exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2641,CBL1tonex,Cob(1)alamin transport via ton system (extermal),Inner Membrane,"Transport, Outer Membrane",22.0,(b1252 and b3005 and b3006) and b3966,136315.0,49512.635694,27,[136315.0],[49512.635694],['Inner Membrane'],[27]
2642,CBItonex,Cobinamide transport via ton system (extermal),Inner Membrane,"Transport, Outer Membrane",22.0,(b1252 and b3005 and b3006) and b3966,136315.0,49512.635694,27,[136315.0],[49512.635694],['Inner Membrane'],[27]
2643,ARHGDx_f,(R)-alpha-hydroxyglutarate dehydrogenase,Cytoplasmic,Glycine and Serine Metabolism,110.6,b2913,44176.0,0,0,[44176.0],[0.0],['Cytoplasmic'],[0]
2644,CPL,Carbon-phosphorous lyase,Cytoplasmic,Alternate Carbon Metabolism,126.7850538,b4098,31845.0,0,0,[31845.0],[0.0],['Cytoplasmic'],[0]
2645,EX_mepn_e_f,Methylphosphonic acid exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2646,CH4t2pp,Methane Transport(periplasm),Cytoplasmic,"Transport, Inner Membrane",nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2647,INOSTO_f,Myo-Inositol:oxygen oxidoreductase,Cytoplasmic,Alternate Carbon Metabolism,3.7015,b3488,61164.0,0,0,[61164.0],[0.0],['Cytoplasmic'],[0]
2648,HPYRP,3-phosphohydroxypyruvate phosphatase,Cytoplasmic,Alternate Carbon Metabolism,90.13177273,b1813,21436.0,0,0,[21436.0],[0.0],['Cytoplasmic'],[0]
2649,PSURIK,Pseudouridine kinase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,14.80483333,b2166,33573.0,0,0,[33573.0],[0.0],['Cytoplasmic'],[0]
2650,Ftex_f,Fluoride transport via diffusion,Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0241 or b0929 or b2215 or b1377,38922.0,0.0,0,"[38922.0, 39333.0, 40368.0, 41220.0]","[0.0, 21633.15, 17383.90751, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 17, 16, 0]"
2651,CYSItex_f,L cystine transport via diffusion extracellular to periplasm,Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0929 or b0241 or b1377 or b2215,38922.0,0.0,0,"[39333.0, 38922.0, 41220.0, 40368.0]","[21633.15, 0.0, 0.0, 17383.90751]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[17, 0, 0, 16]"
2652,SERtpp,L-serine export via facilitated transport,Inner Membrane,"Transport, Inner Membrane",22.0,b1533,32324.0,22702.47492,10,[32324.0],[22702.47492],['Inner Membrane'],[10]
2653,QUINDHyi,Quinate dehydrogenase (NADP),Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.0825,b1692,31228.0,0,0,[31228.0],[0.0],['Cytoplasmic'],[0]
2654,DHGLYH,Dehydroglycine Hydratase,Inner Membrane,Glyoxylate Metabolism,nan,s0001,0,0,0,[0.0],[0.0],['Inner Membrane'],[0]
2655,PNSPA,Purine Nucleoside Phorphoramidase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,1.12,b1103,13241.0,0,0,[13241.0],[0.0],['Cytoplasmic'],[0]
2656,4HTHRK,4-Hydroxy-L-threonine kinase,Cytoplasmic,Glycine and Serine Metabolism,14.2,b0003,33624.0,0,0,[33624.0],[0.0],['Cytoplasmic'],[0]
2657,EX_sq_e_f,Sulphoquinovose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2658,URATEtpp,Uric acid transporter,Inner Membrane,"Transport, Inner Membrane",22.0,b2888,51758.0,27060.19917,12,[51758.0],[27060.19917],['Inner Membrane'],[12]
2659,CS1tex_f,Cesium transport via diffusion,Cytoplasmic,"Transport, Outer Membrane",100000000.0,b0929 or b2215 or b0241 or b1377,38922.0,0.0,0,"[39333.0, 40368.0, 38922.0, 41220.0]","[21633.15, 17383.90751, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[17, 16, 0, 0]"
2660,ADOCBLtonex,Adenosylcobalimin transport via ton system (extermal),Inner Membrane,"Transport, Outer Membrane",22.0,(b1252 and b3005 and b3006) and b3966,136315.0,49512.635694,27,[136315.0],[49512.635694],['Inner Membrane'],[27]
2661,PETNT181pp,Phosphoethanolamine transferase (c-C16:1),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,1.0,b3546,63804.0,11899.50266,5,[63804.0],[11899.50266],['Inner Membrane'],[5]
2662,ARMEPNS,?-D-ribose 1-methylphosphonate 5-triphosphate synthase,Cytoplasmic,Alternate Carbon Metabolism,1.0,b4096 and b4100 and b4099 and b4101,101125.0,0,0,[101125.0],[0.0],['Cytoplasmic'],[0]
2663,RPNTPH,RPnTP hydrolase,Cytoplasmic,Alternate Carbon Metabolism,90.13177273,b4095,42010.0,0,0,[42010.0],[0.0],['Cytoplasmic'],[0]
2664,PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",Cytoplasmic,Alternate Carbon Metabolism,1.71,b4092,27848.0,0,0,[27848.0],[0.0],['Cytoplasmic'],[0]
2665,MEPNtex_f,Methylphosphonic acid transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",100000000.0,b0929 or b0241 or b2215 or b1377,38922.0,0.0,0,"[39333.0, 38922.0, 40368.0, 41220.0]","[21633.15, 0.0, 17383.90751, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[17, 0, 16, 0]"
2666,UDPGPT_f,Undecaprenyl-phosphate glucose phosphotransferase,Inner Membrane,Cell Envelope Biosynthesis,5.315,b2047,52408.0,11859.56897,5,[52408.0],[11859.56897],['Inner Membrane'],[5]
2667,MEPNabcpp,Methylpshophonic acid abc transporter,Inner Membrane,"Transport, Inner Membrane",95.19583333,b4104 and b4105 and b4106,89599.0,6971.898058,3,[89599.0],[6971.898058],['Inner Membrane'],[3]
2668,OMMBLHXy,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (NADPHl)",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,6.470507937,b0662,42953.0,0,0,[42953.0],[0.0],['Cytoplasmic'],[0]
2669,OPHHXy,2-Octaprenylphenol hydroxylase (NADPH),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,6.470507937,b2906,44245.0,0,0,[44245.0],[0.0],['Cytoplasmic'],[0]
2670,PROD3,Proline dehydrogenase (q8),Cytoplasmic,Arginine and Proline Metabolism,20.0,b1014,143815.0,0,0,[143815.0],[0.0],['Cytoplasmic'],[0]
2671,F1PP,D-fructose 1-phosphate phosphatase,Cytoplasmic,Alternate Carbon Metabolism,0.012,b2690 or b2293 or b0822 or b3697,20780.0,0,0,"[20780.0, 23008.0, 30413.0, 29721.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
2672,ACP1p,Acid phosphatase (FMN),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,33.0,b0383,49439.0,0,0,[49439.0],[0.0],['Cytoplasmic'],[0]
2673,EX_4abzglu_e_f,4-aminobenzoyl-glutamate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2674,3HPADHi,3-Hydroxypropanal Dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,0.0017,b1300,53419.0,0,0,[53419.0],[0.0],['Cytoplasmic'],[0]
2675,4ABZGLUtex_f,P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",100000000.0,b0241 or b1377 or b2215 or b0929,38922.0,0.0,0,"[38922.0, 41220.0, 40368.0, 39333.0]","[0.0, 0.0, 17383.90751, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 16, 17]"
2676,2HPTCOAT,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase",Cytoplasmic,Alternate Carbon Metabolism,22.0,b1400,21325.0,0,0,[21325.0],[0.0],['Cytoplasmic'],[0]
2677,EX_metglcur_e_f,1-O-methyl-Beta-D-glucuronate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2678,MC6PH,Monoacetylchitobiose-6-phosphate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,2.0,b1734,50513.0,0,0,[50513.0],[0.0],['Cytoplasmic'],[0]
2679,SLNTabcpp,Selenite ABC transporter (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,95.19583333,(b2423 and b2422 and b2425 and b2424) or (b2423 and b2422 and b3917 and b2424),140548.0,30164.15647,13,"[141504.0, 140548.0]","[30164.15647, 30164.15647]","['Inner Membrane', 'Inner Membrane']","[13, 13]"
2680,VALt2rpp,L-valine reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b0401,46209.0,26525.43964,12,[46209.0],[26525.43964],['Inner Membrane'],[12]
2681,VALt3pp,L-valine transport out via proton antiport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,(b2683 and b2682) or b4141,38132.0,33054.38319,10,"[38132.0, 44778.0]","[33054.38319, 24745.73684]","['Inner Membrane', 'Inner Membrane']","[10, 11]"
2682,MN2tipp,Manganese transport in via permease (no H+),Inner Membrane,"Transport, Inner Membrane",22.0,b1821,20117.0,11342.56383,5,[20117.0],[11342.56383],['Inner Membrane'],[5]
2683,PSURItpp,Pseudouridine transport via permease,Inner Membrane,"Transport, Inner Membrane",22.0,b2164,43432.0,17539.84615,8,[43432.0],[17539.84615],['Inner Membrane'],[8]
2684,CYSTA,Cysteine transaminase,Cytoplasmic,Cysteine Metabolism,27.0,b0928,43573.0,0,0,[43573.0],[0.0],['Cytoplasmic'],[0]
2685,FE3DCITR5,Ferric-dicitrate reductase via nadph,Cytoplasmic,Inorganic Ion Transport and Metabolism,1.475,b3070,28872.0,0,0,[28872.0],[0.0],['Cytoplasmic'],[0]
2686,4HTHRA_f,4-hydroxy-L-threonine aldolase,Cytoplasmic,Glycine and Serine Metabolism,1.44,b0870,36495.0,0,0,[36495.0],[0.0],['Cytoplasmic'],[0]
2687,GAPP,Glyceraldehyde-3-phosphate phosphatase,Cytoplasmic,Alternate Carbon Metabolism,0.012,b1727,24330.0,0,0,[24330.0],[0.0],['Cytoplasmic'],[0]
2688,METGLCURt2pp,1-O-methyl-Beta-D-glucuronate transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1616,49908.0,28066.42451,12,[49908.0],[28066.42451],['Inner Membrane'],[12]
2689,METGLCURtex_f,1-O-methyl-Beta-D-glucuronate via diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane",100000000.0,b1377 or b0241 or b2215 or b0929,38922.0,0.0,0,"[41220.0, 38922.0, 40368.0, 39333.0]","[0.0, 0.0, 17383.90751, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 16, 17]"
2690,FMNt,"FMN transporter, periplasm",Inner Membrane,"Transport, Inner Membrane",22.0,b1985,60061.0,25583.57038,11,[60061.0],[25583.57038],['Inner Membrane'],[11]
2691,AI2tex_f,"Ai2 transport, outer membrane",Cytoplasmic,"Transport, Outer Membrane",22.0,b2215 or b0929 or b0241 or b1377,38922.0,0.0,0,"[40368.0, 39333.0, 38922.0, 41220.0]","[17383.90751, 21633.15, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[16, 17, 0, 0]"
2692,PAI2T,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",Cytoplasmic,Methionine Metabolism,109.4666667,b1517,31893.0,0,0,[31893.0],[0.0],['Cytoplasmic'],[0]
2693,CUt2pp,Copper transport out via permease (no H+),Inner Membrane,"Transport, Inner Membrane",22.0,b3291 or b0465 or b1330 or b0577 or b4159 or b2924 or b0808,14957.0,5388.919118,2,"[14957.0, 127215.0, 38755.0, 46603.0, 123968.0, 30896.0, 81904.0]","[5388.919118, 27034.65041, 11863.77551, 11791.12048, 26320.41176, 6913.79021, 26168.49793]","['Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane']","[2, 11, 5, 5, 11, 3, 11]"
2694,DHCURR,NADPH-dependent dihydrocurcumin reductase,Cytoplasmic,Alternate Carbon Metabolism,9.5,b1449,37610.0,0,0,[37610.0],[0.0],['Cytoplasmic'],[0]
2695,RHMND_f,L-rhamnonate dehydratase,Cytoplasmic,Alternate Carbon Metabolism,3.2,b2247,44226.0,0,0,[44226.0],[0.0],['Cytoplasmic'],[0]
2696,3HBZCT,3-hydroxybenzoyl-CoA thioesterase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,10.3,b0597,14970.0,0,0,[14970.0],[0.0],['Cytoplasmic'],[0]
2697,CXSAMS,Carboxy-S-adenosyl-L-methionine synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,417.0,b1870,27777.0,0,0,[27777.0],[0.0],['Cytoplasmic'],[0]
2698,EX_2dglc_e_f,2-Deoxy-D-glucose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2699,THRt2rpp,L-threonine reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3116,48879.0,25487.69526,11,[48879.0],[25487.69526],['Inner Membrane'],[11]
2700,SERt2rpp,L-serine reversible transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b2796 or b3116,46906.0,25257.07692,11,"[46906.0, 48879.0]","[25257.07692, 25487.69526]","['Inner Membrane', 'Inner Membrane']","[11, 11]"
2701,ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),Inner Membrane,Membrane Lipid Metabolism,8.01,b0221,89224.0,15130.90333,3,[89224.0],[15130.90333],['Inner Membrane'],[3]
2702,AMPNTAT,Aminoalkylphosphonate N-acetyltransferase,Cytoplasmic,Inorganic Ion Transport and Metabolism,32.4876,b4093,16570.0,0,0,[16570.0],[0.0],['Cytoplasmic'],[0]
2703,SQGH,Sulfoquinovosidase,Cytoplasmic,Alternate Carbon Metabolism,14.3,b3878,77275.0,0,0,[77275.0],[0.0],['Cytoplasmic'],[0]
2704,URAtpp,Uracil export via facillitated diffusion (periplasm),Cytoplasmic,"Transport, Inner Membrane",nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2705,ASPtpp_f,L-aspartate uptake via facillitated diffusion,Inner Membrane,"Transport, Inner Membrane",100000000.0,b1206,59429.0,24558.31664,11,[59429.0],[24558.31664],['Inner Membrane'],[11]
2706,FUMt1pp_f,Fumarate transport via diffusion in (periplasm),Inner Membrane,"Transport, Inner Membrane",100000000.0,b1206,59429.0,24558.31664,11,[59429.0],[24558.31664],['Inner Membrane'],[11]
2707,SUCCt1pp_f,Succinate transport via diffusion in (periplasm),Inner Membrane,"Transport, Inner Membrane",100000000.0,b1206,59429.0,24558.31664,11,[59429.0],[24558.31664],['Inner Membrane'],[11]
2708,QUINDH,Quinate dehydrogenase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.092,b1692,31228.0,0,0,[31228.0],[0.0],['Cytoplasmic'],[0]
2709,LCARSyi,"Lacaldehyde reductase (S-propane-1,2-diol forming)",Cytoplasmic,Alternate Carbon Metabolism,38.1,b0325,37978.0,0,0,[37978.0],[0.0],['Cytoplasmic'],[0]
2710,BIOMASS_Ec_iML1515_core_75p37M,E. coli biomass objective function (iML1515) - core - with 75.37 GAM estimate,Cytoplasmic,Biomass and maintenance functions,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2711,BIOMASS_Ec_iML1515_WT_75p37M,E. coli biomass objective function (iML1515) - WT - with 75.37 GAM estimate,Cytoplasmic,Biomass and maintenance functions,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2712,GTHOr_b,Glutathione oxidoreductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,733.3,b3500,48773.0,0,0,[48773.0],[0.0],['Cytoplasmic'],[0]
2713,EX_acgam_e_b,N-Acetyl-D-glucosamine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2714,EX_cellb_e_b,Cellobiose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2715,EX_chol_e_b,Choline exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2716,SHK3Dr_b,Shikimate dehydrogenase,Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",118.5425,b3281 or b1692,29414.0,0,0,"[29414.0, 31228.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2717,MAN6PI_b,Mannose-6-phosphate isomerase,Cytoplasmic,Alternate Carbon Metabolism,141.0,b1613,42850.0,0,0,[42850.0],[0.0],['Cytoplasmic'],[0]
2718,EX_pi_e_b,Phosphate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2719,EX_h_e_b,H+ exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2720,TMDPP_b,Thymidine phosphorylase,Cytoplasmic,Nucleotide Salvage Pathway,0.275,b4382,47207.0,0,0,[47207.0],[0.0],['Cytoplasmic'],[0]
2721,EX_ade_e_b,Adenine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2722,EX_4abut_e_b,4-Aminobutanoate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2723,EX_ac_e_b,Acetate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2724,EX_akg_e_b,2-Oxoglutarate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2725,EX_ala__L_e_b,L-Alanine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2726,EX_arg__L_e_b,L-Arginine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2727,EX_asp__L_e_b,L-Aspartate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2728,EX_cytd_e_b,Cytidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2729,EX_dcyt_e_b,Deoxycytidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2730,EX_fum_e_b,Fumarate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2731,EX_glu__L_e_b,L-Glutamate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2732,EX_gua_e_b,Guanine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2733,HCO3E_b,HCO3 equilibration reaction,Cytoplasmic,Unassigned,46000.0,b0126 or b0339,23764.0,0.0,0,"[25097.0, 23764.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2734,IMPC_b,IMP cyclohydrolase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,8.6,b4006,57329.0,0,0,[57329.0],[0.0],['Cytoplasmic'],[0]
2735,ECOAH4_b,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,7.5465,b2341 or b3846,77072.0,0,0,"[77072.0, 79594.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2736,NDPK5_b,Nucleoside-diphosphate kinase (ATP:dGDP),Cytoplasmic,Nucleotide Salvage Pathway,783.0,b0474 or b2518,15463.0,0.0,0,"[23586.0, 15463.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2737,DHORTS_b,Dihydroorotase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,181.1,b1062,38827.0,0,0,[38827.0],[0.0],['Cytoplasmic'],[0]
