,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_Mw_c,Rxn_Mw_t,Rxn_Mw_p,Rxn_kcat,Rxn_genes_rules
194,NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),Cytoplasmic,Oxidative Phosphorylation,20170.0,0.0,0.0,8.9,b1109 or b3713 or b0046 or b1004
195,MDH_f,Malate dehydrogenase,Cytoplasmic,Citric Acid Cycle,32337.0,0.0,0.0,138.5,b3236
196,FUM_f,Fumarase,Cytoplasmic,Citric Acid Cycle,50489.0,0.0,0.0,60.0,b1612 or b4122 or b1611
197,PYDXNK,Pyridoxine kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,30847.0,0.0,0.0,0.3,b2418
198,PYAM5PO,Pyridoxamine 5'-phosphate oxidase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25545.0,0.0,0.0,14.86,b1638
199,OHPBAT_f,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,39783.0,0.0,0.0,2.49,b0907
200,EX_dgsn_e_f,Deoxyguanosine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
201,EX_arab__L_e_f,L-Arabinose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
202,EX_fru_e_f,D-Fructose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
203,EX_gal_e_f,D-Galactose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
204,EX_xyl__D_e_f,D-Xylose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
205,EX_duri_e_f,Deoxyuridine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
206,EX_for_e_f,Formate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
207,EX_gly_e_f,Glycine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
208,EX_h2_e_f,H2 exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
209,EX_lys__L_e_f,L-Lysine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
210,EX_ser__L_e_f,L-Serine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
211,EX_thm_e_f,Thiamin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
212,EX_trp__L_e_f,L-Tryptophan exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
213,GLUTRR,Glutamyl-tRNA reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,46307.0,0.0,0.0,0.15,b1210
214,GLCS1,Glycogen synthase (ADPGlc),Cytoplasmic,Glycolysis/Gluconeogenesis,52822.0,0.0,0.0,284.0,b3429
215,GLCP,Glycogen phosphorylase,Inner Membrane,Glycolysis/Gluconeogenesis,90522.0,90522.0,90522.0,47.0,b3428 or b3417
216,EX_din_e_f,Deoxyinosine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
217,EX_fmn_e_f,FMN exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
218,EX_gthox_e_f,Oxidized glutathione exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
219,HEMEOS,Heme O synthase,Inner Membrane,Cofactor and Prosthetic Group Biosynthesis,32248.0,32248.0,32248.0,2.076535714,b0428
220,ADMDC,Adenosylmethionine decarboxylase,Cytoplasmic,Arginine and Proline Metabolism,30385.0,0.0,0.0,0.088,b0120
221,AGMT,Agmatinase,Cytoplasmic,Arginine and Proline Metabolism,33557.0,0.0,0.0,0.032,b2937
222,ARGDC,Arginine decarboxylase,Cytoplasmic,Arginine and Proline Metabolism,84425.0,0.0,0.0,2.296666667,b4117
223,ARGSS,Argininosuccinate synthase,Cytoplasmic,Arginine and Proline Metabolism,49898.0,0.0,0.0,4.212083333,b3172
224,AGPR_f,N-acetyl-g-glutamyl-phosphate reductase,Cytoplasmic,Arginine and Proline Metabolism,35952.0,0.0,0.0,30.56378857,b3958
225,SPMS,Spermidine synthase,Cytoplasmic,Arginine and Proline Metabolism,32321.0,0.0,0.0,0.14,b0121
226,G1SAT_f,Glutamate-1-semialdehyde aminotransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,45366.0,0.0,0.0,0.51,b0154
227,KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,27614.0,0.0,0.0,12.5,b0918
228,OAADC,Oxaloacetate decarboxylase,Cytoplasmic,Pyruvate Metabolism,22284.0,0.0,0.0,11.0,b1850
229,MNNH,D-mannonate hydrolyase,Cytoplasmic,Alternate Carbon Metabolism,44838.0,0.0,0.0,0.81,b4322
230,ALTRH,Altronate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,54093.0,0.0,0.0,368.4865,b3091
231,GUI1_f,Glucuronate isomerase (D-glucuronate),Cytoplasmic,Alternate Carbon Metabolism,53987.0,0.0,0.0,196.0,b3092
232,PGAMT_f,Phosphoglucosamine mutase,Cytoplasmic,Cell Envelope Biosynthesis,47544.0,0.0,0.0,0.52,b3176
233,UAGDP,UDP-N-acetylglucosamine diphosphorylase,Cytoplasmic,Cell Envelope Biosynthesis,49190.0,0.0,0.0,68.41428571,b3730
234,UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cytoplasmic,Cell Envelope Biosynthesis,44818.0,0.0,0.0,4.633333333,b3189
235,GLUR_f,Glutamate racemase,Cytoplasmic,Cell Envelope Biosynthesis,31002.0,0.0,0.0,43.33,b3967
236,UAG2E_f,UDP-N-acetylglucosamine 2-epimerase,Cytoplasmic,Cell Envelope Biosynthesis,42245.0,0.0,0.0,3.625,b3786
237,EX_acald_e_f,Acetaldehyde exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
238,EX_melib_e_f,Melibiose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
239,MACPD,Malonyl-ACP decarboxylase,Cytoplasmic,Membrane Lipid Metabolism,42613.0,0.0,0.0,0.05165,b2323
240,DMQMT,3-Dimethylubiquinonol 3-methyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,26555.0,0.0,0.0,0.0524684,b2232
241,ICHORS_copy1,Isochorismate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,42932.0,0.0,0.0,0.35,b0593
242,EX_sucr_e_f,Sucrose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
243,EX_tre_e_f,Trehalose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
244,EX_zn2_e_f,Zinc exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
245,HACD5_f,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,229.0,b3846 or b2341
246,DNMPPA,Dihydroneopterin monophosphate dephosphorylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0,0.0,0.0,100000000.0,
247,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,18079.0,0.0,0.0,0.17,b0142
248,PTPATi,Pantetheine-phosphate adenylyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,17837.0,0.0,0.0,4.7,b3634
249,HEX7,Hexokinase (D-fructose:ATP),Cytoplasmic,Alternate Carbon Metabolism,32500.0,0.0,0.0,14.3,b0394
250,DXPRIi,1-deoxy-D-xylulose reductoisomerase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,43388.0,0.0,0.0,32.25,b0173
251,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,55604.0,0.0,0.0,75.042,b3843
252,OHPHM,2-octaprenyl-6-hydroxyphenol methylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,26555.0,0.0,0.0,0.0524684,b2232
253,GHMT2r_f,"Glycine hydroxymethyltransferase, reversible",Cytoplasmic,Glycine and Serine Metabolism,45317.0,0.0,0.0,12.285,b2551
254,DHORD2,Dihydoorotic acid dehydrogenase (quinone8),Cytoplasmic,Purine and Pyrimidine Biosynthesis,36775.0,0.0,0.0,82.0,b0945
255,ADK4_f,Adentylate kinase (ITP),Cytoplasmic,Nucleotide Salvage Pathway,23586.0,0.0,0.0,842.0,b0474
256,INSK,Insosine kinase,Cytoplasmic,Nucleotide Salvage Pathway,48449.0,0.0,0.0,14.80483333,b0477
257,ABTA,4-aminobutyrate transaminase,Cytoplasmic,Arginine and Proline Metabolism,44729.0,0.0,0.0,47.4,b2662 or b1302
258,SSALx,Succinate-semialdehyde dehydrogenase (NAD),Cytoplasmic,Arginine and Proline Metabolism,49718.0,0.0,0.0,45.8,b1525
259,ASPT,L-aspartase,Cytoplasmic,Alanine and Aspartate Metabolism,52356.0,0.0,0.0,180.0,b4139
260,SERD_L,L-serine deaminase,Cytoplasmic,Glycine and Serine Metabolism,35232.0,0.0,0.0,436.0,b4471 or b1814 or b2797 or b3708 or b3117
261,THRD,L-threonine dehydrogenase,Cytoplasmic,Glycine and Serine Metabolism,37239.0,0.0,0.0,135.0,b3616 or b3589
262,HEX4,Hexokinase (D-mannose:ATP),Cytoplasmic,Alternate Carbon Metabolism,0.0,0.0,0.0,100000000.0,
263,KARA1_f,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",54069.0,0.0,0.0,0.028,b3774
264,KARA2_f,Ketol-acid reductoisomerase (2-Acetolactate),Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",54069.0,0.0,0.0,3.8,b3774
265,ACCOAC,Acetyl-CoA carboxylase,Cytoplasmic,Membrane Lipid Metabolism,134572.0,0.0,0.0,30.1,b2316 and b3255 and b3256 and b0185
266,NADK,NAD kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32566.0,0.0,0.0,90.0,b2615
267,ICHORS_copy2_f,Isochorismate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,48765.0,0.0,0.0,0.35,b2265
268,SUCBZS,O-succinylbenzoate-CoA synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,35477.0,0.0,0.0,52.0,b2261
269,DHBD_f,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,26250.0,0.0,0.0,25.3,b0596
270,ICHORT,Isochorismatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32554.0,0.0,0.0,10.0,b0595
271,RBK_L1,L-ribulokinase (L-ribulose),Cytoplasmic,Alternate Carbon Metabolism,61089.0,0.0,0.0,40.42,b0063
272,RBP4E_f,L-ribulose-phosphate 4-epimerase,Cytoplasmic,Alternate Carbon Metabolism,25278.0,0.0,0.0,15.825,b0061 or b4198 or b3583
273,NTD2,5'-nucleotidase (UMP),Cytoplasmic,Nucleotide Salvage Pathway,25301.0,0.0,0.0,1.2,b2744 or b4374 or b0675
274,NTD4,5'-nucleotidase (CMP),Cytoplasmic,Nucleotide Salvage Pathway,26916.0,0.0,0.0,202.0,b2744 or b0675
275,NTD5,5'-nucleotidase (dTMP),Cytoplasmic,Nucleotide Salvage Pathway,20255.0,0.0,0.0,0.195,b2744 or b4374 or b2291 or b2361
276,NTD6,5'-nucleotidase (dAMP),Cytoplasmic,Nucleotide Salvage Pathway,20255.0,0.0,0.0,0.22,b2744 or b2291 or b2361
277,LGTHL,Lactoylglutathione lyase,Cytoplasmic,Methylglyoxal Metabolism,14920.0,0.0,0.0,1088.0,b1651
278,PYDXPP,Pyridoxal 5-phosphate phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,27195.0,0.0,0.0,1.52,b0446 or b3826 or b0766 or b0675
279,PDXPP,Pyridoxine 5-phosphate phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,30201.0,0.0,0.0,1.25,b0766
280,HACD6_f,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,229.0,b3846 or b2341
281,ECOAH1_f,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,15.0,b2341 or b3846
282,ECOAH2_f,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,380.5,b2341 or b3846
283,ECOAH3_f,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,380.5,b2341 or b3846
284,UGLT_f,UDPglucose--hexose-1-phosphate uridylyltransferase,Cytoplasmic,Alternate Carbon Metabolism,39646.0,0.0,0.0,628.8,b0758
285,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,67617.0,0.0,0.0,2.6,b0420
286,CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,30925.0,0.0,0.0,14.80483333,b1208
287,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,16898.0,0.0,0.0,2.7,b2746
288,DDGLK,2-dehydro-3-deoxygluconokinase,Cytoplasmic,Alternate Carbon Metabolism,33962.0,0.0,0.0,11.0,b3526
289,XYLI2_f,Xylose isomerase,Cytoplasmic,Alternate Carbon Metabolism,49742.0,0.0,0.0,4.54,b3565
290,PMANM_f,Phosphomannomutase,Cytoplasmic,Alternate Carbon Metabolism,50463.0,0.0,0.0,134.9,b2048
291,ICL,Isocitrate lyase,Cytoplasmic,Anaplerotic Reactions,47522.0,0.0,0.0,5.2,b4015
292,GLYCL,Glycine Cleavage System,Cytoplasmic,Folate Metabolism,209022.0,0.0,0.0,135.5,b2904 and b2903 and b0116 and b2905
293,CMPN,CMP nucleosidase,Cytoplasmic,Nucleotide Salvage Pathway,0.0,0.0,0.0,100000000.0,
294,HCYSMT,Homocysteine S-methyltransferase,Cytoplasmic,Methionine Metabolism,33423.0,0.0,0.0,0.38,b0261
295,UDPG4E_f,UDPglucose 4-epimerase,Cytoplasmic,Alternate Carbon Metabolism,37265.0,0.0,0.0,0.52,b0759
296,LACZ,B-galactosidase,Cytoplasmic,Alternate Carbon Metabolism,116483.0,0.0,0.0,6300.0,b0344
297,TRE6PH,Trehalose-6-phosphate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,63838.0,0.0,0.0,72.26175,b4239
298,XYLI1_f,Xylose isomerase,Cytoplasmic,Alternate Carbon Metabolism,49742.0,0.0,0.0,47.0,b3565
299,PPC,Phosphoenolpyruvate carboxylase,Cytoplasmic,Anaplerotic Reactions,99063.0,0.0,0.0,540.0,b3956
300,ALDD4,"Aldehyde dehydrogenase (butanal, NAD)",Cytoplasmic,Alternate Carbon Metabolism,0.0,0.0,0.0,100000000.0,
301,G3PT,Glycerol-3-phosphatase,Cytoplasmic,Alternate Carbon Metabolism,27195.0,0.0,0.0,9.84,b0822 or b0675
302,CINNDO,Cinnamate dioxygenase,Cytoplasmic,Alternate Carbon Metabolism,126995.0,0.0,0.0,4.5,b2542 and b2538 and b2540 and b2539
303,DHPPD,"2,3-dihydroxyphenylpropionate dehydrogenase",Cytoplasmic,Alternate Carbon Metabolism,28500.0,0.0,0.0,0.45,b2541
304,DHCIND,"2,3-dihydroxycinnamate dehydrogenase",Cytoplasmic,Alternate Carbon Metabolism,28500.0,0.0,0.0,0.45,b2541
305,CITL,Citrate lyase,Cytoplasmic,Citric Acid Cycle,119242.0,0.0,0.0,298.35,b0614 and (b0617 and b0616 and b0615)
306,GOFUCR,GDP-4-oxo-L-fucose reductase,Cytoplasmic,Cell Envelope Biosynthesis,36141.0,0.0,0.0,0.75,b2052
307,PYDXK,Pyridoxal kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,30847.0,0.0,0.0,2.15,b2418 or b1636
308,GTPCII2,GTP cyclohydrolase II (25drapp),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21836.0,0.0,0.0,0.064,b1277
309,URIC,Uricase,Cytoplasmic,Unassigned,0.0,0.0,0.0,100000000.0,
310,SADT2,Sulfate adenyltransferase,Cytoplasmic,Cysteine Metabolism,87746.0,0.0,0.0,17.026,b2752 and b2751
311,LCARS_f,"Lacaldehyde reductase (S-propane-1,2-diol forming)",Cytoplasmic,Alternate Carbon Metabolism,40513.0,0.0,0.0,213.4339433,b2799
312,ALCD19_f,Alcohol dehydrogenase (glycerol),Cytoplasmic,Alternate Carbon Metabolism,35380.0,0.0,0.0,153.0,b1478 or b1241
313,RMPA_f,Rhamnulose-1-phosphate aldolase,Cytoplasmic,Alternate Carbon Metabolism,30145.0,0.0,0.0,38.3,b3902
314,SBTPD_f,Sorbitol-6-phosphate dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,27858.0,0.0,0.0,76.08846667,b2705
315,PFK_2,Phosphofructokinase,Cytoplasmic,Alternate Carbon Metabolism,34842.0,0.0,0.0,31.0185,b3916
316,GLTPD_f,Galactitol-1-phosphate dehydrogenase,Cytoplasmic,Alternate Carbon Metabolism,37390.0,0.0,0.0,76.08846667,b2091
317,TGBPA_f,Tagatose-bisphosphate aldolase,Cytoplasmic,Alternate Carbon Metabolism,77921.0,0.0,0.0,5.38,(b3132 and b3137) or (b2095 and b2096)
318,MANAO_f,Mannonate oxidoreductase,Cytoplasmic,Alternate Carbon Metabolism,53580.0,0.0,0.0,76.08846667,b4323
319,TAGURr_f,Tagaturonate reductase,Cytoplasmic,Alternate Carbon Metabolism,54808.0,0.0,0.0,76.08846667,b1521
320,PGLYCP,Phosphoglycolate phosphatase,Cytoplasmic,Alternate Carbon Metabolism,27389.0,0.0,0.0,94.0,b3385
321,GLXCL,Glyoxalate carboligase,Cytoplasmic,Glyoxylate Metabolism,64732.0,0.0,0.0,18.9,b0507
322,TARTD,L(+)-tartrate dehydratase,Cytoplasmic,Alternate Carbon Metabolism,55413.0,0.0,0.0,368.4865,b3062 and b3061
323,GLCRAL,5-dehydro-4-deoxyglucarate aldolase,Cytoplasmic,Alternate Carbon Metabolism,27384.0,0.0,0.0,27.3,b3126
324,KAS14,Beta-ketoacyl-ACP synthase,Cytoplasmic,Membrane Lipid Metabolism,42613.0,0.0,0.0,0.05165,b2323 or b1095
325,EDTXS1,Endotoxin Synthesis (lauroyl transferase),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,35407.0,35407.0,35407.0,131.0,b1054
326,EDTXS2,Endotoxin Synthesis (myristoyl transferase),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,37410.0,37410.0,37410.0,46.80901367,b1855
327,EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,35493.0,35493.0,35493.0,46.80901367,b2378
328,EDTXS4,Endotoxin Synthesis (myristoyl transferase),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,37410.0,37410.0,37410.0,46.80901367,b1855
329,EX_tmao_e_f,Trimethylamine N-oxide exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
330,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32762.0,0.0,0.0,0.13,b0109
331,HACD4_f,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,229.0,b3846 or b2341
332,HACD7_f,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,77072.0,0.0,0.0,229.0,b2341 or b3846
333,AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),Inner Membrane,Cell Envelope Biosynthesis,89340.0,89340.0,80700.0,21.94,b1094 and b2836
334,SDPDS,Succinyl-diaminopimelate desuccinylase,Cytoplasmic,Threonine and Lysine Metabolism,41269.0,0.0,0.0,140.0,b2472
335,DMSOR1,Dimethyl sulfoxide reductase (Menaquinol 8),Inner Membrane,Oxidative Phosphorylation,144094.0,144094.0,30524.0,79.9,(b1589 and b1590 and b1588 and b1587) or (b0895 and b0896 and b0894)
336,DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",Cytoplasmic,Alternate Carbon Metabolism,35396.0,0.0,0.0,6.725,b3553
337,2DGULRy,2-dehydro-L-gulonate reductase (NADPH),Cytoplasmic,Alternate Carbon Metabolism,35396.0,0.0,0.0,6.725,b3553
338,RZ5PP,Alpha-ribazole 5-phosphate phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,23308.0,0.0,0.0,749.8136875,b0638
339,NTD9,5'-nucleotidase (GMP),Cytoplasmic,Nucleotide Salvage Pathway,20255.0,0.0,0.0,11.0,b2744 or b3399 or b2361 or b0675
340,NTD10,5'-nucleotidase (XMP),Cytoplasmic,Nucleotide Salvage Pathway,26916.0,0.0,0.0,9.84,b2744
341,ADPT,Adenine phosphoribosyltransferase,Cytoplasmic,Nucleotide Salvage Pathway,19859.0,0.0,0.0,9.33,b0469
342,ADK1_f,Adenylate kinase,Cytoplasmic,Nucleotide Salvage Pathway,23586.0,0.0,0.0,860.5,b0474
343,OCTDPS,Octaprenyl pyrophosphate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,35217.0,0.0,0.0,2.0,b3187
344,EX_26dap__M_e_f,"Meso-2,6-Diaminoheptanedioate exchange",Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
345,EX_acnam_e_f,N-Acetylneuraminate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
346,EX_amp_e_f,AMP exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
347,EX_dha_e_f,Dihydroxyacetone exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
348,EX_fuc__L_e_f,L-Fucose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
349,EX_glyald_e_f,D-Glyceraldehyde exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
350,AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),Inner Membrane,Cell Envelope Biosynthesis,89340.0,89340.0,80700.0,21.94,b1094 and b2836
351,AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),Inner Membrane,Cell Envelope Biosynthesis,89340.0,89340.0,80700.0,21.94,b1094 and b2836
352,AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),Inner Membrane,Cell Envelope Biosynthesis,89340.0,89340.0,80700.0,21.94,b2836 and b1094
353,EX_rmn_e_f,L-Rhamnose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
354,EX_ttdca_e_f,Tetradecanoate (n-C14:0) exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
355,AMANK,N-acetyl-D-mannosamine kinase,Cytoplasmic,Alternate Carbon Metabolism,29644.0,0.0,0.0,14.80483333,b3222
356,EX_glyclt_e_f,Glycolate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
357,EX_g6p_e_f,D-Glucose 6-phosphate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
358,EX_2ddglcn_e_f,2-Dehydro-3-deoxy-D-gluconate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
359,EX_galct__D_e_f,D-Galactarate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
360,EX_idon__L_e_f,L-Idonate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
361,EX_indole_e_f,Indole exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
362,EX_3hcinnm_e_f,3-hydroxycinnamic acid exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
363,EX_acmana_e_f,N-Acetyl-D-mannosamine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
364,EX_galur_e_f,D-Galacturonate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
365,EX_but_e_f,Butyrate (n-C4:0) exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
366,EX_cbl1_e_f,Cob(I)alamin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
367,ACNML,N-Acetylneuraminate lyase,Cytoplasmic,Alternate Carbon Metabolism,32593.0,0.0,0.0,6.75,b3225
368,CAT,Catalase,Cytoplasmic,Unassigned,80024.0,0.0,0.0,2162.5,b1732 or b3942
369,SERASr_f,(L-seryl)adenylate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,141991.0,0.0,0.0,370.0,b0586
370,DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),Inner Membrane,Oxidative Phosphorylation,144094.0,144094.0,30826.0,79.9,b0895 and b0896 and b0894
371,ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,Cytoplasmic,Cell Envelope Biosynthesis,27928.0,0.0,0.0,18.3185,b3794
372,DDGALK,2-dehydro-3-deoxygalactonokinase,Cytoplasmic,Alternate Carbon Metabolism,31374.0,0.0,0.0,14.80483333,b3693
373,AB6PGH,Arbutin 6-phosphate glucohydrolase,Cytoplasmic,Alternate Carbon Metabolism,53161.0,0.0,0.0,2.0,b2901 or b3721 or b2716
374,AMALT1,Amylomaltase (maltotriose),Cytoplasmic,Alternate Carbon Metabolism,78503.0,0.0,0.0,0.157,b3416
375,MLTP2_f,Maltodextrin phosphorylase (maltohexaose),Inner Membrane,Alternate Carbon Metabolism,90522.0,90522.0,90522.0,47.0,b3417
376,PACCOAL,Phenylacetate-CoA ligase,Cytoplasmic,Alternate Carbon Metabolism,48953.0,0.0,0.0,40.0,b1398
377,GP4GH,Gp4G hydrolase,Cytoplasmic,Nucleotide Salvage Pathway,31297.0,0.0,0.0,250.0,b0049
378,ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,Inner Membrane,Cell Envelope Biosynthesis,40957.0,40957.0,40957.0,1.2,b3784
379,AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",Cytoplasmic,Cell Envelope Biosynthesis,40640.0,0.0,0.0,18.3185,b4481
380,EX_gbbtn_e_f,Gamma-butyrobetaine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
381,EX_tma_e_f,Trimethylamine exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
382,GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,51051.0,0.0,0.0,192.4024167,b3052
383,EX_malttr_e_f,Maltotriose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
384,TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Cytoplasmic,Alternate Carbon Metabolism,53611.0,0.0,0.0,5.2,b1896
385,UDCPDP,Undecaprenyl-diphosphatase,Inner Membrane,Cell Envelope Biosynthesis,22399.0,22399.0,22399.0,9.0,b0841 or b1278 or b3057
