Gamma,Iteration,Change_Factor,Uptake_Bound,Growth,ATPM,Random_Seed,phiCm,phiCc,phiR,phiEc,phiEr,phiEm,phiP_m,phiP,phiM,phiCm_m,phiEr_m,phiEm_m,phiPmax,phiMmax
1,1,1,11.5175383322831,0.876451176678314,6.86,1,0.00411502067881598,0.0647732033298518,0.148120248858635,0.161576615623273,0.051823259170936,0.053591652338488,0.10952993218824,0.419226796670148,0.10952993218824,0.00411502067881598,0.051823259170936,0.053591652338488,0.484,0.484
1,1,1,11.7013232514178,0.883042614262616,6.86,1,0.00418068390657132,0.0615516968814824,0.149234201810382,0.163257271907814,0.0518654433283549,0.0539107021653953,0.109956829400322,0.422448303118518,0.109956829400322,0.00418068390657132,0.0518654433283549,0.0539107021653953,0.484,0.484
1,1,1,11.8956101659315,0.890010705423155,6.86,1,0.00425009931876982,0.0581462620623113,0.150411809216513,0.165033833294162,0.0519099095030086,0.0542480866052351,0.110408095427014,0.425853737937689,0.110408095427013,0.00425009931876982,0.0519099095030086,0.0542480866052351,0.484,0.484
1,1,1,12.1003990758244,0.897355450159951,6.86,1,0.00432326691541148,0.0545566688757159,0.151653071077032,0.166906492865901,0.0519568450995556,0.0546036551663839,0.110883767181351,0.429443331124284,0.110883767181351,0.00432326691541148,0.0519568450995556,0.0546036551663839,0.484,0.484
1,1,1,12.3156899810964,0.905076848472993,6.86,1,0.00440018669649631,0.0507829939872473,0.152957987391936,0.16887518626183,0.052006187649769,0.0549774580127219,0.111383832358987,0.433217006012753,0.111383832358987,0.00440018669649631,0.052006187649769,0.0549774580127219,0.484,0.484
1,1,1,12.5414828817475,0.91317490036228,6.86,1,0.00448085866202429,0.0468252465974531,0.154326558161225,0.170939905651692,0.0520579171864498,0.0553695137411556,0.11190828958963,0.437174753402547,0.11190828958963,0.00448085866202429,0.0520579171864498,0.0553695137411556,0.484,0.484
1,1,1,12.7777777777778,0.921649605827825,6.86,1,0.00456528281199544,0.0426833495135932,0.155758783384902,0.173100715522874,0.0521121392507986,0.0557797295158359,0.11245715157863,0.441316650486407,0.11245715157863,0.00456528281199544,0.0521121392507986,0.0557797295158359,0.484,0.484
1,1,1,13.0245746691871,0.930500964869606,6.86,1,0.00465345914640975,0.0383574290431815,0.157254663062963,0.175357510785141,0.0521687031003696,0.0562082348619347,0.113030397108714,0.445642570956819,0.113030397108714,0.00465345914640975,0.0521687031003696,0.0562082348619347,0.484,0.484
1,1,1,13.2818735559756,0.939728977487633,6.86,1,0.00474538766526723,0.0338431952693072,0.15881419719541,0.177713723400798,0.0522306521518539,0.0566528443173636,0.113628884134485,0.450156804730693,0.113628884134485,0.00474538766526723,0.0522306521518539,0.0566528443173636,0.484,0.484
1,1,1,13.5496744381432,0.9493336436819,6.86,1,0.00484106836856786,0.0291533429360238,0.160437385782241,0.180159202832437,0.0522890517164045,0.0571199483643256,0.114250068449298,0.454846657063976,0.114250068449298,0.00484106836856786,0.0522890517164045,0.0571199483643256,0.484,0.484
1,1,1,13.82797731569,0.959314963452419,6.86,1,0.00494050125631166,0.0242751772991536,0.162124228823459,0.182704099617565,0.0523528364829586,0.0576031565205525,0.114896494259823,0.459724822700846,0.114896494259823,0.00494050125631166,0.0523528364829586,0.0576031565205525,0.484,0.484
1,1,1,14.1167821886158,0.969672936799182,6.86,1,0.00504368632849862,0.0190725629826608,0.163874726319062,0.185484522109001,0.0524221013510572,0.0581024009097203,0.115568188589276,0.464927437017339,0.115568188589276,0.00504368632849862,0.0524221013510572,0.0581024009097203,0.484,0.484
1,1,1,14.4160890569208,0.980406769641529,6.86,1,0.00515062358512874,0.0136089535687218,0.165688744069418,0.188439267181634,0.0524893051067751,0.0586231064883222,0.116263035180226,0.470391046431278,0.116263035180226,0.00515062358512874,0.0524893051067751,0.0586231064883222,0.484,0.484
1,1,1,14.7258979206049,0.988587769906033,6.86,1,0.00526130260663681,0.00812378986365969,0.16707133311412,0.192262878031232,0.0524070294356835,0.0588736669486686,0.116541998990989,0.47587621013634,0.116541998990989,0.00526130260663681,0.0524070294356835,0.0588736669486686,0.484,0.484
