export_fraction,gamma,glc_uptake,mu,phiEc,phiEm,phiEr,phiCm,phiR,phiCc,unassigned
0.05,1.0,8.428571428571429,0.715609859312608,0.2484379160642765,0.008053131922566242,0.09952138350017325,0.007049499257441902,0.12093806622383076,0.0,0.48400000000000687
0.05,1.0,9.114285714285716,0.7448381448834772,0.2407003184268974,0.008916276488525967,0.10088273778207685,0.007623017841098193,0.12587764648530766,0.0,0.4839999999998526
0.05,1.0,9.8,0.7711482288599804,0.23422770530861534,0.009805668381902001,0.10144603632637691,0.008196536424754482,0.13032405067733668,0.0,0.4839999999999969
0.05,1.0,10.0,0.7788220033531257,0.23233985981570912,0.010065074350783668,0.10161033173513123,0.008363812678320901,0.13162091856667824,0.0,0.48399999999994536
0.05,1.0,10.043402777777779,0.7804873189983431,0.23193017112376263,0.01012136904890031,0.10164598612071146,0.008400113948626112,0.13190235691072,0.0,0.4840000000000342
0.05,1.0,10.17361111111111,0.7854832659339821,0.23070110504761465,0.01029025314319991,0.10175294927745258,0.00850901775954175,0.13274667194284298,0.0,0.4839999999999389
0.05,1.0,10.390625,0.7938098441600495,0.22865266158746675,0.010571726633789462,0.10193122120535421,0.008690524111067811,0.13415386366304838,0.0,0.4839999999999687
0.05,1.0,10.694444444444445,0.8031743194672611,0.2262565577743421,0.010955569341621658,0.1021067771032676,0.008944633003204297,0.13573645998996714,0.0,0.4840000000000215
0.05,1.0,11.085069444444445,0.811455151161066,0.22414054711286335,0.011443994112342022,0.10200819092577083,0.009271344435951206,0.13713592054622017,0.0,0.4840000000000138
0.05,1.0,11.5625,0.8215761676756977,0.22155431185992291,0.012040957721017308,0.10188769670882991,0.00967065840930854,0.13884637233719294,0.0,0.48399999999999554
0.05,1.0,12.12673611111111,0.8326013577152881,0.22007490210476693,0.012821126418266666,0.1002517642090864,0.0101425749232763,0.14070962945388368,0.0,0.4839999999999895
0.05,1.0,12.777777777777779,0.8446496738300483,0.21949695340943806,0.013779248426591083,0.0972909066370977,0.010687093977854485,0.14274579487727818,0.0,0.48399999999999815
0.05,1.0,13.515625,0.8583044320934481,0.2188419448880648,0.014865120036025643,0.09393526805551079,0.011304215573043092,0.14505344902379275,0.0,0.4840000000000091
0.05,1.0,14.340277777777777,0.8718435068314668,0.21380478047470533,0.01584690973198625,0.09501281503932568,0.011993939708842124,0.1473415526545179,0.0,0.4840000000000055
0.05,1.0,15.25173611111111,0.8859513237990186,0.20808507487379488,0.016910975500050034,0.09638915689219202,0.012889016650885406,0.14972577372203416,0.0,0.4840000000000041
0.05,1.0,16.25,0.8995456856349614,0.2021312242158854,0.018060798607737596,0.09757439503626988,0.014210358909621714,0.1520232208723085,0.0,0.48400000000000165
0.05,1.0,17.335069444444443,0.9112645324835095,0.19990371186947278,0.019126588158845735,0.09569493462734038,0.015271057030263532,0.1540037059897131,0.0,0.4839999999999946
0.05,1.0,18.506944444444443,0.9230760943924674,0.2005004751486542,0.020127822336525356,0.09127519950451703,0.016096640770763743,0.155999859952327,0.0,0.48399999999999516
0.05,1.0,19.765625,0.9357625868132082,0.20114144311517862,0.021203222008847705,0.08652807659481734,0.016983378862412097,0.1581438771714322,0.0,0.48399999999999294
0.05,1.0,21.11111111111111,0.949324009745727,0.2018266157690655,0.022352787175813515,0.08145356589824868,0.017931271305208784,0.16043575764702786,0.0,0.4840000000000137
0.05,1.0,22.54340277777778,0.9637603631900155,0.20255599311027317,0.023576517837421672,0.07605166741479333,0.018940318099153353,0.16287550137911264,0.0,0.4839999999999962
0.05,1.0,24.0625,0.9786368432688731,0.20314063667251603,0.024884554723893396,0.07045975570718091,0.020125424257209666,0.16538962651243957,0.0,0.48399999999999904
0.05,1.0,25.66840277777778,0.9873542964991942,0.20460812235109807,0.026213053980465393,0.06484737453060721,0.02146857125850252,0.1668628761083638,0.0,0.48399999999999815
0.05,1.0,27.361111111111107,0.9937802319574345,0.2083244373826671,0.02759676533166106,0.057245616129497266,0.022884320800405793,0.16794885920080643,0.0,0.4840000000000036
0.05,1.0,29.140625,0.9999554279967896,0.2125901422945522,0.029058394614079972,0.0489863223593531,0.0243726728829195,0.16899246733145745,0.0,0.48399999999999727
