export_fraction,gamma,glc_uptake,mu,phiEc,phiEm,phiEr,phiT,phiCm,phiR,phiCc,unassigned
0.05,1.0,16.25,0.8995456856349614,0.2021312242158854,0.0180607986077375,0.0975743950362698,0.007601161043615425,0.0142103589096217,0.14442205982869308,2.3581770980385386e-09,0.4840000000000016
0.05,1.0,17.335069444444443,0.9112645324835096,0.1999037118694727,0.0191265881588457,0.0956949346273403,0.007700185299485657,0.0152710570302635,0.14630352069022745,2.324364645200916e-09,0.4839999999999946
0.05,1.0,18.506944444444443,0.9230760943924674,0.2005004751486542,0.0201278223365253,0.091275199504517,0.007799992997616351,0.0160966407707637,0.14819986695471066,2.2872127525275232e-09,0.4839999999999951
0.05,1.0,19.765625,0.9357625868132082,0.2011414431151786,0.0212032220088477,0.0865280765948173,0.00790719385857161,0.016983378862412,0.15023668331286058,2.2473121141786123e-09,0.4839999999999929
0.05,1.0,21.11111111111111,0.949324009745727,0.2018266157690655,0.0223527871758135,0.0814535658982486,0.008021787882351394,0.0179312713052087,0.15241396976467642,2.2046358627569873e-09,0.4840000000000137
0.05,1.0,22.54340277777778,0.9637603631900156,0.2025559931102731,0.0235765178374216,0.0760516674147933,0.008143775068955632,0.0189403180991533,0.15473172631015697,2.1592460597297247e-09,0.4839999999999962
0.05,1.0,24.0625,0.9786368432688732,0.203140636672516,0.0248845547238933,0.0704597557071809,0.00826948132562198,0.0201254242572096,0.15712014518681752,2.1267606564734365e-09,0.483999999999999
0.05,1.0,25.66840277777778,0.9873542964991942,0.204608122351098,0.0262130539804653,0.0648473745306072,0.008343143805418191,0.0214685712585025,0.1585197323029456,1.770963264924319e-09,0.4839999999999981
0.05,1.0,27.361111111111107,0.9937802319574344,0.2083244373826671,0.027596765331661,0.0572456161294972,0.008397442960040321,0.0228843208004057,0.15955141624076608,1.1549626255380474e-09,0.4840000000000036
0.05,1.0,29.140625,0.9999554279967896,0.2125901422945522,0.0290583946140799,0.0489863223593531,0.008449623366572873,0.0243726728829195,0.16054284396488452,5.176379325178004e-10,0.4839999999999972
0.05,1.0,31.006944444444443,0.9999658369995772,0.2127487000758199,0.0291003204657767,0.0487547026836051,0.008449711322646427,0.0244020498143782,0.16054451513028206,5.074916042957511e-10,0.4840000000000038
0.05,1.0,32.96006944444444,0.999965836999574,0.2127487000758189,0.0291003204657767,0.048754702683605,0.008449711322646401,0.0244020498143782,0.1605445151302816,5.074931586079856e-10,0.4840000000000019
0.05,1.0,35.0,0.9999658369995758,0.2127487000758128,0.0291003204657601,0.0487547026836043,0.008449711322646415,0.0244020498143781,0.1605445151302819,5.07516306758049e-10,0.483999999999979
0.05,0.35,0.2,,0.0,0.0,0.0,,0.0,,0.484,0.0
0.05,0.35,0.8857142857142859,0.0540126410149903,0.0868943763605186,0.0006078324912931,0.0152092801905799,0.0004564068165766681,0.0007407948372227,0.00867172951495663,0.37141957978885237,0.1125804206942484
0.05,0.35,1.5714285714285716,0.1163859611060101,0.1553753258788,0.0013097520758331,0.0223844903280181,0.0009834613713457854,0.0013143134208789,0.018685766055569916,0.2839468908695542,0.2000531098271358
0.05,0.35,2.2571428571428576,0.1784809473929613,0.2104031718020119,0.0020085394245417,0.0296667745000822,0.0015081640054705233,0.0018878320045352,0.02865511610393988,0.20987040215941855,0.2741295987527344
0.05,0.35,2.9428571428571435,0.24056502595951,0.2646881216723955,0.0027072040229691,0.036953254833788,0.0020327744693578596,0.0024613505881915,0.03862271491779934,0.1365345794954987,0.3474654216303735
0.05,0.35,3.6285714285714294,0.3026491045260768,0.3189742916817381,0.0034058686213422,0.0442397351674896,0.0025573849332453493,0.0030348691718478,0.04859031373166155,0.06319753669267542,0.4208024646487076
