Gamma,Iteration,Change_Factor,Acetate_threshold,ATPM,Z_Level,Y_Level,Random_Seed
0.25,1,1,0.0590156013258883,6.89,0.433931034482759,0.0,1
0.2,1,1,0.0590606885801089,6.89,0.433931034482759,0.0,1
0.15,1,1,0.0590156013258887,6.89,0.433931034482759,0.0,1
0.3,1,1,0.0590606885121441,6.89,0.433931034482759,0.0,1
0.294444444444444,1,1,0.0590606880364084,6.89,0.433931034482759,0.0,1
0.277777777777778,1,1,0.0590156013258887,6.89,0.433931034482759,0.0,1
0.211111111111111,1,1,0.0590156013258896,6.89,0.433931034482759,0.0,1
0.161111111111111,1,1,0.0590156013258887,6.89,0.433931034482759,0.0,1
0.1,1,1,0.0590156013258887,6.89,0.433931034482759,0.0,1
0.65,1,1,0.0590156013258896,6.89,0.433931034482759,0.0,1
1.0,1,1,0.0590156013258887,6.89,0.433931034482759,0.0,1
0.25,1,1,0.0309980956826263,6.89,0.450620689655172,0.0,1
0.2,1,1,0.0309980956826266,6.89,0.450620689655172,0.0,1
0.15,1,1,0.0309980447585336,6.89,0.450620689655172,0.0,1
0.3,1,1,0.0309980394812535,6.89,0.450620689655172,0.0,1
0.294444444444444,1,1,0.0309980447585331,6.89,0.450620689655172,0.0,1
0.277777777777778,1,1,0.0309980447585333,6.89,0.450620689655172,0.0,1
0.211111111111111,1,1,0.0309980447585334,6.89,0.450620689655172,0.0,1
0.161111111111111,1,1,0.0309980956826266,6.89,0.450620689655172,0.0,1
0.1,1,1,0.0309980394812535,6.89,0.450620689655172,0.0,1
0.65,1,1,0.0309980956826266,6.89,0.450620689655172,0.0,1
1.0,1,1,0.0309980956826268,6.89,0.450620689655172,0.0,1
0.25,1,1,0.0028534486755966,6.89,0.467310344827586,0.0,1
0.2,1,1,0.0028526658452159,6.89,0.467310344827586,0.0,1
0.15,1,1,0.0028536234187325,6.89,0.467310344827586,0.0,1
0.3,1,1,0.0028507509175831,6.89,0.467310344827586,0.0,1
0.294444444444444,1,1,0.0028509513008709,6.89,0.467310344827586,0.0,1
0.277777777777778,1,1,0.0028526357790582,6.89,0.467310344827586,0.0,1
0.211111111111111,1,1,0.0028535188885002,6.89,0.467310344827586,0.0,1
0.161111111111111,1,1,0.0028535143818398,6.89,0.467310344827586,0.0,1
0.1,1,1,0.0028535144817674,6.89,0.467310344827586,0.0,1
0.65,1,1,0.0028535478061679,6.89,0.467310344827586,0.0,1
1.0,1,1,0.0028504211190592,6.89,0.467310344827586,0.0,1
0.25,1,1,0.0,6.89,0.484,0.0,1
0.2,1,1,0.0,6.89,0.484,0.0,1
0.15,1,1,0.0,6.89,0.484,0.0,1
0.3,1,1,0.0,6.89,0.484,0.0,1
0.294444444444444,1,1,0.0,6.89,0.484,0.0,1
0.277777777777778,1,1,0.0,6.89,0.484,0.0,1
0.211111111111111,1,1,0.0,6.89,0.484,0.0,1
0.161111111111111,1,1,0.0,6.89,0.484,0.0,1
0.1,1,1,0.0,6.89,0.484,0.0,1
0.65,1,1,0.0,6.89,0.484,0.0,1
1.0,1,1,0.0,6.89,0.484,0.0,1
0.25,1,1,0.659327745028792,6.89,0.0,0.0166896551724138,1
0.2,1,1,0.50904004058653,6.89,0.0,0.0166896551724138,1
0.15,1,1,0.363587083895288,6.89,0.0,0.0166896551724138,1
0.3,1,1,0.764942412371068,6.89,0.0,0.0166896551724138,1
0.294444444444444,1,1,0.764942412371068,6.89,0.0,0.0166896551724138,1
0.277777777777778,1,1,0.754332976913942,6.89,0.0,0.0166896551724138,1
0.211111111111111,1,1,0.546542610151889,6.89,0.0,0.0166896551724138,1
0.161111111111111,1,1,0.392873585581379,6.89,0.0,0.0166896551724138,1
0.1,1,1,0.201842460755027,6.89,0.0,0.0166896551724138,1
0.65,1,1,0.764942412371068,6.89,0.0,0.0166896551724138,1
1.0,1,1,0.764942412371082,6.89,0.0,0.0166896551724138,1
0.25,1,1,0.559002776445119,6.89,0.0,0.0333793103448276,1
0.2,1,1,0.401579114103704,6.89,0.0,0.0333793103448276,1
0.15,1,1,0.26277228883855,6.89,0.0,0.0333793103448276,1
0.3,1,1,0.697801188983538,6.89,0.0,0.0333793103448276,1
0.294444444444444,1,1,0.683165583554129,6.89,0.0,0.0333793103448276,1
0.277777777777778,1,1,0.634500344905475,6.89,0.0,0.0333793103448276,1
0.211111111111111,1,1,0.434942110938412,6.89,0.0,0.0333793103448276,1
0.161111111111111,1,1,0.296869779661282,6.89,0.0,0.0333793103448276,1
0.1,1,1,0.0599404543452786,6.89,0.0,0.0333793103448276,1
0.65,1,1,0.724760280399398,6.89,0.0,0.0333793103448276,1
1.0,1,1,0.724760280399409,6.89,0.0,0.0333793103448276,1
0.25,1,1,0.447422641661561,6.89,0.0,0.0500689655172414,1
0.2,1,1,0.305597291089961,6.89,0.0,0.0500689655172414,1
0.15,1,1,0.124001203624507,6.89,0.0,0.0500689655172414,1
0.3,1,1,0.599397564644863,6.89,0.0,0.0500689655172414,1
0.294444444444444,1,1,0.584572857023576,6.89,0.0,0.0500689655172414,1
0.277777777777778,1,1,0.533977862079104,6.89,0.0,0.0500689655172414,1
0.211111111111111,1,1,0.334883847542656,6.89,0.0,0.0500689655172414,1
0.161111111111111,1,1,0.171597034358535,6.89,0.0,0.0500689655172414,1
0.1,1,1,0.0,6.89,0.0,0.0500689655172414,1
0.65,1,1,0.704701992278859,6.89,0.0,0.0500689655172414,1
1.0,1,1,0.704701992278779,6.89,0.0,0.0500689655172414,1
0.25,1,1,0.343605682772729,6.89,0.0,0.0667586206896552,1
0.2,1,1,0.188062884904742,6.89,0.0,0.0667586206896552,1
0.15,1,1,0.0024977214043009,6.89,0.0,0.0667586206896552,1
0.3,1,1,0.492610697251224,6.89,0.0,0.0667586206896552,1
0.294444444444444,1,1,0.476263109907061,6.89,0.0,0.0667586206896552,1
0.277777777777778,1,1,0.422401058186321,6.89,0.0,0.0667586206896552,1
0.211111111111111,1,1,0.229641961466891,6.89,0.0,0.0667586206896552,1
0.161111111111111,1,1,0.0296950310208077,6.89,0.0,0.0667586206896552,1
0.1,1,1,0.0,6.89,0.0,0.0667586206896552,1
0.65,1,1,0.670476622707648,6.89,0.0,0.0667586206896552,1
1.0,1,1,0.670476622707643,6.89,0.0,0.0667586206896552,1
0.25,1,1,0.247472692878558,6.89,0.0,0.083448275862069,1
0.2,1,1,0.04616102984768,6.89,0.0,0.083448275862069,1
0.15,1,1,0.0,6.89,0.0,0.083448275862069,1
0.3,1,1,0.381019987118996,6.89,0.0,0.083448275862069,1
0.294444444444444,1,1,0.364661495541032,6.89,0.0,0.083448275862069,1
0.277777777777778,1,1,0.31860557615709,6.89,0.0,0.083448275862069,1
0.211111111111111,1,1,0.0937563200971984,6.89,0.0,0.083448275862069,1
0.161111111111111,1,1,0.0,6.89,0.0,0.083448275862069,1
0.1,1,1,0.0,6.89,0.0,0.083448275862069,1
0.65,1,1,0.642539471125808,6.89,0.0,0.083448275862069,1
1.0,1,1,0.6425394711258,6.89,0.0,0.083448275862069,1
0.25,1,1,0.110222321308888,6.89,0.0,0.100137931034483,1
0.2,1,1,0.0,6.89,0.0,0.100137931034483,1
0.15,1,1,0.0,6.89,0.0,0.100137931034483,1
0.3,1,1,0.281179749279126,6.89,0.0,0.100137931034483,1
0.294444444444444,1,1,0.268754285490816,6.89,0.0,0.100137931034483,1
0.277777777777778,1,1,0.222320140790529,6.89,0.0,0.100137931034483,1
0.211111111111111,1,1,0.0,6.89,0.0,0.100137931034483,1
0.161111111111111,1,1,0.0,6.89,0.0,0.100137931034483,1
0.1,1,1,0.0,6.89,0.0,0.100137931034483,1
0.65,1,1,0.614602319543972,6.89,0.0,0.100137931034483,1
1.0,1,1,0.614602319543966,6.89,0.0,0.100137931034483,1
0.25,1,1,0.0007359110933473,6.89,0.0,0.116827586206897,1
0.2,1,1,0.0,6.89,0.0,0.116827586206897,1
0.15,1,1,0.0,6.89,0.0,0.116827586206897,1
0.3,1,1,0.174283610385243,6.89,0.0,0.116827586206897,1
0.294444444444444,1,1,0.150485966452829,6.89,0.0,0.116827586206897,1
0.277777777777778,1,1,0.0832008094698223,6.89,0.0,0.116827586206897,1
0.211111111111111,1,1,0.0,6.89,0.0,0.116827586206897,1
0.161111111111111,1,1,0.0,6.89,0.0,0.116827586206897,1
0.1,1,1,0.0,6.89,0.0,0.116827586206897,1
0.65,1,1,0.586665167962125,6.89,0.0,0.116827586206897,1
1.0,1,1,0.586665167962128,6.89,0.0,0.116827586206897,1
0.25,1,1,0.0,6.89,0.0,0.13351724137931,1
0.2,1,1,0.0,6.89,0.0,0.13351724137931,1
0.15,1,1,0.0,6.89,0.0,0.13351724137931,1
0.3,1,1,0.0323816070475111,6.89,0.0,0.13351724137931,1
0.294444444444444,1,1,0.0085839560190764,6.89,0.0,0.13351724137931,1
0.277777777777778,1,1,0.0,6.89,0.0,0.13351724137931,1
0.211111111111111,1,1,0.0,6.89,0.0,0.13351724137931,1
0.161111111111111,1,1,0.0,6.89,0.0,0.13351724137931,1
0.1,1,1,0.0,6.89,0.0,0.13351724137931,1
0.65,1,1,0.558728016380291,6.89,0.0,0.13351724137931,1
1.0,1,1,0.558728016380288,6.89,0.0,0.13351724137931,1
0.25,1,1,0.0,6.89,0.0,0.150206896551724,1
0.2,1,1,0.0,6.89,0.0,0.150206896551724,1
0.15,1,1,0.0,6.89,0.0,0.150206896551724,1
0.3,1,1,0.0,6.89,0.0,0.150206896551724,1
0.294444444444444,1,1,0.0,6.89,0.0,0.150206896551724,1
0.277777777777778,1,1,0.0,6.89,0.0,0.150206896551724,1
0.211111111111111,1,1,0.0,6.89,0.0,0.150206896551724,1
0.161111111111111,1,1,0.0,6.89,0.0,0.150206896551724,1
0.1,1,1,0.0,6.89,0.0,0.150206896551724,1
0.65,1,1,0.530790864798451,6.89,0.0,0.150206896551724,1
1.0,1,1,0.53079086479845,6.89,0.0,0.150206896551724,1
0.25,1,1,0.0,6.89,0.0,0.166896551724138,1
0.2,1,1,0.0,6.89,0.0,0.166896551724138,1
0.15,1,1,0.0,6.89,0.0,0.166896551724138,1
0.3,1,1,0.0,6.89,0.0,0.166896551724138,1
0.294444444444444,1,1,0.0,6.89,0.0,0.166896551724138,1
0.277777777777778,1,1,0.0,6.89,0.0,0.166896551724138,1
0.211111111111111,1,1,0.0,6.89,0.0,0.166896551724138,1
0.161111111111111,1,1,0.0,6.89,0.0,0.166896551724138,1
0.1,1,1,0.0,6.89,0.0,0.166896551724138,1
0.65,1,1,0.502853713216609,6.89,0.0,0.166896551724138,1
1.0,1,1,0.502853713216607,6.89,0.0,0.166896551724138,1
0.25,1,1,0.0,6.89,0.0,0.183586206896552,1
0.2,1,1,0.0,6.89,0.0,0.183586206896552,1
0.15,1,1,0.0,6.89,0.0,0.183586206896552,1
0.3,1,1,0.0,6.89,0.0,0.183586206896552,1
0.294444444444444,1,1,0.0,6.89,0.0,0.183586206896552,1
0.277777777777778,1,1,0.0,6.89,0.0,0.183586206896552,1
0.211111111111111,1,1,0.0,6.89,0.0,0.183586206896552,1
0.161111111111111,1,1,0.0,6.89,0.0,0.183586206896552,1
0.1,1,1,0.0,6.89,0.0,0.183586206896552,1
0.65,1,1,0.474918721949655,6.89,0.0,0.183586206896552,1
1.0,1,1,0.474918721949659,6.89,0.0,0.183586206896552,1
0.25,1,1,0.0,6.89,0.0,0.200275862068965,1
0.2,1,1,0.0,6.89,0.0,0.200275862068965,1
0.15,1,1,0.0,6.89,0.0,0.200275862068965,1
0.3,1,1,0.0,6.89,0.0,0.200275862068965,1
0.294444444444444,1,1,0.0,6.89,0.0,0.200275862068965,1
0.277777777777778,1,1,0.0,6.89,0.0,0.200275862068965,1
0.211111111111111,1,1,0.0,6.89,0.0,0.200275862068965,1
0.161111111111111,1,1,0.0,6.89,0.0,0.200275862068965,1
0.1,1,1,0.0,6.89,0.0,0.200275862068965,1
0.65,1,1,0.446981443286455,6.89,0.0,0.200275862068965,1
1.0,1,1,0.446981443286464,6.89,0.0,0.200275862068965,1
0.25,1,1,0.0,6.89,0.0,0.216965517241379,1
0.2,1,1,0.0,6.89,0.0,0.216965517241379,1
0.15,1,1,0.0,6.89,0.0,0.216965517241379,1
0.3,1,1,0.0,6.89,0.0,0.216965517241379,1
0.294444444444444,1,1,0.0,6.89,0.0,0.216965517241379,1
0.277777777777778,1,1,0.0,6.89,0.0,0.216965517241379,1
0.211111111111111,1,1,0.0,6.89,0.0,0.216965517241379,1
0.161111111111111,1,1,0.0,6.89,0.0,0.216965517241379,1
0.1,1,1,0.0,6.89,0.0,0.216965517241379,1
0.65,1,1,0.419044164623252,6.89,0.0,0.216965517241379,1
1.0,1,1,0.419044164623255,6.89,0.0,0.216965517241379,1
0.25,1,1,0.0,6.89,0.0,0.233655172413793,1
0.2,1,1,0.0,6.89,0.0,0.233655172413793,1
0.15,1,1,0.0,6.89,0.0,0.233655172413793,1
0.3,1,1,0.0,6.89,0.0,0.233655172413793,1
0.294444444444444,1,1,0.0,6.89,0.0,0.233655172413793,1
0.277777777777778,1,1,0.0,6.89,0.0,0.233655172413793,1
0.211111111111111,1,1,0.0,6.89,0.0,0.233655172413793,1
0.161111111111111,1,1,0.0,6.89,0.0,0.233655172413793,1
0.1,1,1,0.0,6.89,0.0,0.233655172413793,1
0.65,1,1,0.391106885960053,6.89,0.0,0.233655172413793,1
1.0,1,1,0.39110688596005,6.89,0.0,0.233655172413793,1
0.25,1,1,0.0,6.89,0.0,0.250344827586207,1
0.2,1,1,0.0,6.89,0.0,0.250344827586207,1
0.15,1,1,0.0,6.89,0.0,0.250344827586207,1
0.3,1,1,0.0,6.89,0.0,0.250344827586207,1
0.294444444444444,1,1,0.0,6.89,0.0,0.250344827586207,1
0.277777777777778,1,1,0.0,6.89,0.0,0.250344827586207,1
0.211111111111111,1,1,0.0,6.89,0.0,0.250344827586207,1
0.161111111111111,1,1,0.0,6.89,0.0,0.250344827586207,1
0.1,1,1,0.0,6.89,0.0,0.250344827586207,1
0.65,1,1,0.362897283167296,6.89,0.0,0.250344827586207,1
1.0,1,1,0.366385018332747,6.89,0.0,0.250344827586207,1
0.25,1,1,0.0,6.89,0.0,0.267034482758621,1
0.2,1,1,0.0,6.89,0.0,0.267034482758621,1
0.15,1,1,0.0,6.89,0.0,0.267034482758621,1
0.3,1,1,0.0,6.89,0.0,0.267034482758621,1
0.294444444444444,1,1,0.0,6.89,0.0,0.267034482758621,1
0.277777777777778,1,1,0.0,6.89,0.0,0.267034482758621,1
0.211111111111111,1,1,0.0,6.89,0.0,0.267034482758621,1
0.161111111111111,1,1,0.0,6.89,0.0,0.267034482758621,1
0.1,1,1,0.0,6.89,0.0,0.267034482758621,1
0.65,1,1,0.269418936452675,6.89,0.0,0.267034482758621,1
1.0,1,1,0.338447883625195,6.89,0.0,0.267034482758621,1
0.25,1,1,0.0,6.89,0.0,0.283724137931034,1
0.2,1,1,0.0,6.89,0.0,0.283724137931034,1
0.15,1,1,0.0,6.89,0.0,0.283724137931034,1
0.3,1,1,0.0,6.89,0.0,0.283724137931034,1
0.294444444444444,1,1,0.0,6.89,0.0,0.283724137931034,1
0.277777777777778,1,1,0.0,6.89,0.0,0.283724137931034,1
0.211111111111111,1,1,0.0,6.89,0.0,0.283724137931034,1
0.161111111111111,1,1,0.0,6.89,0.0,0.283724137931034,1
0.1,1,1,0.0,6.89,0.0,0.283724137931034,1
0.65,1,1,0.158544130134914,6.89,0.0,0.283724137931034,1
1.0,1,1,0.310511317001664,6.89,0.0,0.283724137931034,1
0.25,1,1,0.0,6.89,0.0,0.300413793103448,1
0.2,1,1,0.0,6.89,0.0,0.300413793103448,1
0.15,1,1,0.0,6.89,0.0,0.300413793103448,1
0.3,1,1,0.0,6.89,0.0,0.300413793103448,1
0.294444444444444,1,1,0.0,6.89,0.0,0.300413793103448,1
0.277777777777778,1,1,0.0,6.89,0.0,0.300413793103448,1
0.211111111111111,1,1,0.0,6.89,0.0,0.300413793103448,1
0.161111111111111,1,1,0.0,6.89,0.0,0.300413793103448,1
0.1,1,1,0.0,6.89,0.0,0.300413793103448,1
0.65,1,1,0.0509961620775805,6.89,0.0,0.300413793103448,1
1.0,1,1,0.2825741311827,6.89,0.0,0.300413793103448,1
0.25,1,1,0.0,6.89,0.0,0.317103448275862,1
0.2,1,1,0.0,6.89,0.0,0.317103448275862,1
0.15,1,1,0.0,6.89,0.0,0.317103448275862,1
0.3,1,1,0.0,6.89,0.0,0.317103448275862,1
0.294444444444444,1,1,0.0,6.89,0.0,0.317103448275862,1
0.277777777777778,1,1,0.0,6.89,0.0,0.317103448275862,1
0.211111111111111,1,1,0.0,6.89,0.0,0.317103448275862,1
0.161111111111111,1,1,0.0,6.89,0.0,0.317103448275862,1
0.1,1,1,0.0,6.89,0.0,0.317103448275862,1
0.65,1,1,0.0,6.89,0.0,0.317103448275862,1
1.0,1,1,0.254636945363742,6.89,0.0,0.317103448275862,1
0.25,1,1,0.0,6.89,0.0,0.333793103448276,1
0.2,1,1,0.0,6.89,0.0,0.333793103448276,1
0.15,1,1,0.0,6.89,0.0,0.333793103448276,1
0.3,1,1,0.0,6.89,0.0,0.333793103448276,1
0.294444444444444,1,1,0.0,6.89,0.0,0.333793103448276,1
0.277777777777778,1,1,0.0,6.89,0.0,0.333793103448276,1
0.211111111111111,1,1,0.0,6.89,0.0,0.333793103448276,1
0.161111111111111,1,1,0.0,6.89,0.0,0.333793103448276,1
0.1,1,1,0.0,6.89,0.0,0.333793103448276,1
0.65,1,1,0.0,6.89,0.0,0.333793103448276,1
1.0,1,1,0.226699759544783,6.89,0.0,0.333793103448276,1
0.25,1,1,0.0,6.89,0.0,0.35048275862069,1
0.2,1,1,0.0,6.89,0.0,0.35048275862069,1
0.15,1,1,0.0,6.89,0.0,0.35048275862069,1
0.3,1,1,0.0,6.89,0.0,0.35048275862069,1
0.294444444444444,1,1,0.0,6.89,0.0,0.35048275862069,1
0.277777777777778,1,1,0.0,6.89,0.0,0.35048275862069,1
0.211111111111111,1,1,0.0,6.89,0.0,0.35048275862069,1
0.161111111111111,1,1,0.0,6.89,0.0,0.35048275862069,1
0.1,1,1,0.0,6.89,0.0,0.35048275862069,1
0.65,1,1,0.0,6.89,0.0,0.35048275862069,1
1.0,1,1,0.198762573725824,6.89,0.0,0.35048275862069,1
0.25,1,1,0.0,6.89,0.0,0.367172413793103,1
0.2,1,1,0.0,6.89,0.0,0.367172413793103,1
0.15,1,1,0.0,6.89,0.0,0.367172413793103,1
0.3,1,1,0.0,6.89,0.0,0.367172413793103,1
0.294444444444444,1,1,0.0,6.89,0.0,0.367172413793103,1
0.277777777777778,1,1,0.0,6.89,0.0,0.367172413793103,1
0.211111111111111,1,1,0.0,6.89,0.0,0.367172413793103,1
0.161111111111111,1,1,0.0,6.89,0.0,0.367172413793103,1
0.1,1,1,0.0,6.89,0.0,0.367172413793103,1
0.65,1,1,0.0,6.89,0.0,0.367172413793103,1
1.0,1,1,0.170825075379848,6.89,0.0,0.367172413793103,1
0.25,1,1,0.0,6.89,0.0,0.383862068965517,1
0.2,1,1,0.0,6.89,0.0,0.383862068965517,1
0.15,1,1,0.0,6.89,0.0,0.383862068965517,1
0.3,1,1,0.0,6.89,0.0,0.383862068965517,1
0.294444444444444,1,1,0.0,6.89,0.0,0.383862068965517,1
0.277777777777778,1,1,0.0,6.89,0.0,0.383862068965517,1
0.211111111111111,1,1,0.0,6.89,0.0,0.383862068965517,1
0.161111111111111,1,1,0.0,6.89,0.0,0.383862068965517,1
0.1,1,1,0.0,6.89,0.0,0.383862068965517,1
0.65,1,1,0.0,6.89,0.0,0.383862068965517,1
1.0,1,1,0.142888202087899,6.89,0.0,0.383862068965517,1
0.25,1,1,0.0,6.89,0.0,0.400551724137931,1
0.2,1,1,0.0,6.89,0.0,0.400551724137931,1
0.15,1,1,0.0,6.89,0.0,0.400551724137931,1
0.3,1,1,0.0,6.89,0.0,0.400551724137931,1
0.294444444444444,1,1,0.0,6.89,0.0,0.400551724137931,1
0.277777777777778,1,1,0.0,6.89,0.0,0.400551724137931,1
0.211111111111111,1,1,0.0,6.89,0.0,0.400551724137931,1
0.161111111111111,1,1,0.0,6.89,0.0,0.400551724137931,1
0.1,1,1,0.0,6.89,0.0,0.400551724137931,1
0.65,1,1,0.0,6.89,0.0,0.400551724137931,1
1.0,1,1,0.114951016268941,6.89,0.0,0.400551724137931,1
0.25,1,1,0.0,6.89,0.0,0.417241379310345,1
0.2,1,1,0.0,6.89,0.0,0.417241379310345,1
0.15,1,1,0.0,6.89,0.0,0.417241379310345,1
0.3,1,1,0.0,6.89,0.0,0.417241379310345,1
0.294444444444444,1,1,0.0,6.89,0.0,0.417241379310345,1
0.277777777777778,1,1,0.0,6.89,0.0,0.417241379310345,1
0.211111111111111,1,1,0.0,6.89,0.0,0.417241379310345,1
0.161111111111111,1,1,0.0,6.89,0.0,0.417241379310345,1
0.1,1,1,0.0,6.89,0.0,0.417241379310345,1
0.65,1,1,0.0,6.89,0.0,0.417241379310345,1
1.0,1,1,0.0869850618086066,6.89,0.0,0.417241379310345,1
0.25,1,1,0.0,6.89,0.0,0.433931034482759,1
0.2,1,1,0.0,6.89,0.0,0.433931034482759,1
0.15,1,1,0.0,6.89,0.0,0.433931034482759,1
0.3,1,1,0.0,6.89,0.0,0.433931034482759,1
0.294444444444444,1,1,0.0,6.89,0.0,0.433931034482759,1
0.277777777777778,1,1,0.0,6.89,0.0,0.433931034482759,1
0.211111111111111,1,1,0.0,6.89,0.0,0.433931034482759,1
0.161111111111111,1,1,0.0,6.89,0.0,0.433931034482759,1
0.1,1,1,0.0,6.89,0.0,0.433931034482759,1
0.65,1,1,0.0,6.89,0.0,0.433931034482759,1
1.0,1,1,0.0590156013937475,6.89,0.0,0.433931034482759,1
0.25,1,1,0.0,6.89,0.0,0.450620689655172,1
0.2,1,1,0.0,6.89,0.0,0.450620689655172,1
0.15,1,1,0.0,6.89,0.0,0.450620689655172,1
0.3,1,1,0.0,6.89,0.0,0.450620689655172,1
0.294444444444444,1,1,0.0,6.89,0.0,0.450620689655172,1
0.277777777777778,1,1,0.0,6.89,0.0,0.450620689655172,1
0.211111111111111,1,1,0.0,6.89,0.0,0.450620689655172,1
0.161111111111111,1,1,0.0,6.89,0.0,0.450620689655172,1
0.1,1,1,0.0,6.89,0.0,0.450620689655172,1
0.65,1,1,0.0,6.89,0.0,0.450620689655172,1
1.0,1,1,0.0309980447585335,6.89,0.0,0.450620689655172,1
0.25,1,1,0.0,6.89,0.0,0.467310344827586,1
0.2,1,1,0.0,6.89,0.0,0.467310344827586,1
0.15,1,1,0.0,6.89,0.0,0.467310344827586,1
0.3,1,1,0.0,6.89,0.0,0.467310344827586,1
0.294444444444444,1,1,0.0,6.89,0.0,0.467310344827586,1
0.277777777777778,1,1,0.0,6.89,0.0,0.467310344827586,1
0.211111111111111,1,1,0.0,6.89,0.0,0.467310344827586,1
0.161111111111111,1,1,0.0,6.89,0.0,0.467310344827586,1
0.1,1,1,0.0,6.89,0.0,0.467310344827586,1
0.65,1,1,0.0,6.89,0.0,0.467310344827586,1
1.0,1,1,0.0028526447009811,6.89,0.0,0.467310344827586,1
0.25,1,1,0.0,6.89,0.0,0.484,1
0.2,1,1,0.0,6.89,0.0,0.484,1
0.15,1,1,0.0,6.89,0.0,0.484,1
0.3,1,1,0.0,6.89,0.0,0.484,1
0.294444444444444,1,1,0.0,6.89,0.0,0.484,1
0.277777777777778,1,1,0.0,6.89,0.0,0.484,1
0.211111111111111,1,1,0.0,6.89,0.0,0.484,1
0.161111111111111,1,1,0.0,6.89,0.0,0.484,1
0.1,1,1,0.0,6.89,0.0,0.484,1
0.65,1,1,0.0,6.89,0.0,0.484,1
1.0,1,1,0.0,6.89,0.0,0.484,1
0.35,1,1,0.803891299574485,6.89,0.0,0.0,1
0.4,1,1,0.80389129957449,6.89,0.0,0.0,1
0.45,1,1,0.803891299574483,6.89,0.0,0.0,1
0.5,1,1,0.803891299574494,6.89,0.0,0.0,1
0.55,1,1,0.803891299574485,6.89,0.0,0.0,1
0.6,1,1,0.803891299574468,6.89,0.0,0.0,1
0.12,1,1,0.379265554997935,6.89,0.0,0.0,1
0.17,1,1,0.524647256690127,6.89,0.0,0.0,1
0.22,1,1,0.675498712370398,6.89,0.0,0.0,1
0.32,1,1,0.803891299574465,6.89,0.0,0.0,1
0.7,1,1,0.726987353345694,6.89,0.0,0.0,1
0.8,1,1,0.803891299574485,6.89,0.0,0.0,1
0.9,1,1,0.803891299574448,6.89,0.0,0.0,1
0.05,1,1,0.137781061296251,6.89,0.0,0.0,1
0.35,1,1,0.764942412371073,6.89,0.0166896551724138,0.0,1
0.4,1,1,0.764942412371074,6.89,0.0166896551724138,0.0,1
0.45,1,1,0.764942412371065,6.89,0.0166896551724138,0.0,1
0.5,1,1,0.764942412371113,6.89,0.0166896551724138,0.0,1
0.55,1,1,0.764942412371051,6.89,0.0166896551724138,0.0,1
0.6,1,1,0.764942412371067,6.89,0.0166896551724138,0.0,1
0.12,1,1,0.378120644602771,6.89,0.0166896551724138,0.0,1
0.17,1,1,0.523163936945596,6.89,0.0166896551724138,0.0,1
0.22,1,1,0.672150735221015,6.89,0.0166896551724138,0.0,1
0.32,1,1,0.764942412371066,6.89,0.0166896551724138,0.0,1
0.7,1,1,0.764942412371063,6.89,0.0166896551724138,0.0,1
0.8,1,1,0.764942412371077,6.89,0.0166896551724138,0.0,1
0.9,1,1,0.764942412371068,6.89,0.0166896551724138,0.0,1
0.05,1,1,0.137781171678648,6.89,0.0166896551724138,0.0,1
0.35,1,1,0.724760280399402,6.89,0.0333793103448276,0.0,1
0.4,1,1,0.724760280399383,6.89,0.0333793103448276,0.0,1
0.45,1,1,0.724760280399391,6.89,0.0333793103448276,0.0,1
0.5,1,1,0.7247602803994,6.89,0.0333793103448276,0.0,1
0.55,1,1,0.724760280399387,6.89,0.0333793103448276,0.0,1
0.6,1,1,0.724760280399392,6.89,0.0333793103448276,0.0,1
0.12,1,1,0.372525862932582,6.89,0.0333793103448276,0.0,1
0.17,1,1,0.521679765324198,6.89,0.0333793103448276,0.0,1
0.22,1,1,0.668669488771333,6.89,0.0333793103448276,0.0,1
0.32,1,1,0.724760280399399,6.89,0.0333793103448276,0.0,1
0.7,1,1,0.724760280399396,6.89,0.0333793103448276,0.0,1
0.8,1,1,0.724760280399383,6.89,0.0333793103448276,0.0,1
0.9,1,1,0.724760280399405,6.89,0.0333793103448276,0.0,1
0.05,1,1,0.137781171678689,6.89,0.0333793103448276,0.0,1
0.35,1,1,0.704701992278822,6.89,0.0500689655172414,0.0,1
0.4,1,1,0.704701992278784,6.89,0.0500689655172414,0.0,1
0.45,1,1,0.704701992278776,6.89,0.0500689655172414,0.0,1
0.5,1,1,0.704701992278773,6.89,0.0500689655172414,0.0,1
0.55,1,1,0.70470199227878,6.89,0.0500689655172414,0.0,1
0.6,1,1,0.704701992278781,6.89,0.0500689655172414,0.0,1
0.12,1,1,0.366930297457186,6.89,0.0500689655172414,0.0,1
0.17,1,1,0.520187297568599,6.89,0.0500689655172414,0.0,1
0.22,1,1,0.665074684275125,6.89,0.0500689655172414,0.0,1
0.32,1,1,0.704701992278884,6.89,0.0500689655172414,0.0,1
0.7,1,1,0.704701992278766,6.89,0.0500689655172414,0.0,1
0.8,1,1,0.70470199227878,6.89,0.0500689655172414,0.0,1
0.9,1,1,0.70470199227878,6.89,0.0500689655172414,0.0,1
0.05,1,1,0.137781171678538,6.89,0.0500689655172414,0.0,1
0.35,1,1,0.670476622707632,6.89,0.0667586206896552,0.0,1
0.4,1,1,0.670476622707645,6.89,0.0667586206896552,0.0,1
0.45,1,1,0.670476622707643,6.89,0.0667586206896552,0.0,1
