Gamma,Iteration,Change_Factor,Acetate_threshold,ATPM,Z_Level,Y_Level,Random_Seed
0.25,1,1,0.670476622707638,6.89,0.0667586206896552,0.0,1
0.2,1,1,0.602408875450477,6.89,0.0667586206896552,0.0,1
0.15,1,1,0.457906348211296,6.89,0.0667586206896552,0.0,1
0.3,1,1,0.670476622707641,6.89,0.0667586206896552,0.0,1
0.294444444444444,1,1,0.670476622707646,6.89,0.0667586206896552,0.0,1
0.277777777777778,1,1,0.67047662270764,6.89,0.0667586206896552,0.0,1
0.211111111111111,1,1,0.636253731805777,6.89,0.0667586206896552,0.0,1
0.161111111111111,1,1,0.490620469095283,6.89,0.0667586206896552,0.0,1
0.1,1,1,0.30782681067715,6.89,0.0667586206896552,0.0,1
0.65,1,1,0.670476622707648,6.89,0.0667586206896552,0.0,1
1.0,1,1,0.670476622707643,6.89,0.0667586206896552,0.0,1
0.25,1,1,0.642539471125798,6.89,0.083448275862069,0.0,1
0.2,1,1,0.598868257221969,6.89,0.083448275862069,0.0,1
0.15,1,1,0.451632761211945,6.89,0.083448275862069,0.0,1
0.3,1,1,0.642539471125802,6.89,0.083448275862069,0.0,1
0.294444444444444,1,1,0.642539471125798,6.89,0.083448275862069,0.0,1
0.277777777777778,1,1,0.642539471125807,6.89,0.083448275862069,0.0,1
0.211111111111111,1,1,0.628139468080787,6.89,0.083448275862069,0.0,1
0.161111111111111,1,1,0.489123345830084,6.89,0.083448275862069,0.0,1
0.1,1,1,0.30668200057143,6.89,0.083448275862069,0.0,1
0.65,1,1,0.642539471125802,6.89,0.083448275862069,0.0,1
1.0,1,1,0.642539471125803,6.89,0.083448275862069,0.0,1
0.25,1,1,0.614602319543963,6.89,0.100137931034483,0.0,1
0.2,1,1,0.595273745544222,6.89,0.100137931034483,0.0,1
0.15,1,1,0.450140248190903,6.89,0.100137931034483,0.0,1
0.3,1,1,0.614602319543963,6.89,0.100137931034483,0.0,1
0.294444444444444,1,1,0.614602319543963,6.89,0.100137931034483,0.0,1
0.277777777777778,1,1,0.614602319543965,6.89,0.100137931034483,0.0,1
0.211111111111111,1,1,0.614226978824117,6.89,0.100137931034483,0.0,1
0.161111111111111,1,1,0.487424694597678,6.89,0.100137931034483,0.0,1
0.1,1,1,0.301087112107942,6.89,0.100137931034483,0.0,1
0.65,1,1,0.614602319543979,6.89,0.100137931034483,0.0,1
1.0,1,1,0.614602319543967,6.89,0.100137931034483,0.0,1
0.25,1,1,0.586665167962132,6.89,0.116827586206897,0.0,1
0.2,1,1,0.582619884129488,6.89,0.116827586206897,0.0,1
0.15,1,1,0.448640201108698,6.89,0.116827586206897,0.0,1
0.3,1,1,0.586665167962127,6.89,0.116827586206897,0.0,1
0.294444444444444,1,1,0.586665167962128,6.89,0.116827586206897,0.0,1
0.277777777777778,1,1,0.58666516796213,6.89,0.116827586206897,0.0,1
0.211111111111111,1,1,0.586665167962121,6.89,0.116827586206897,0.0,1
0.161111111111111,1,1,0.484125860258376,6.89,0.116827586206897,0.0,1
0.1,1,1,0.295491541232784,6.89,0.116827586206897,0.0,1
0.65,1,1,0.586665167962133,6.89,0.116827586206897,0.0,1
1.0,1,1,0.586665167962132,6.89,0.116827586206897,0.0,1
0.25,1,1,0.558728016380293,6.89,0.13351724137931,0.0,1
0.2,1,1,0.558728016380285,6.89,0.13351724137931,0.0,1
0.15,1,1,0.446556187383189,6.89,0.13351724137931,0.0,1
0.3,1,1,0.55872801638029,6.89,0.13351724137931,0.0,1
0.294444444444444,1,1,0.558728016380293,6.89,0.13351724137931,0.0,1
0.277777777777778,1,1,0.558728016380289,6.89,0.13351724137931,0.0,1
0.211111111111111,1,1,0.55872801638029,6.89,0.13351724137931,0.0,1
0.161111111111111,1,1,0.480804407785561,6.89,0.13351724137931,0.0,1
0.1,1,1,0.294346427219927,6.89,0.13351724137931,0.0,1
0.65,1,1,0.558728016380288,6.89,0.13351724137931,0.0,1
1.0,1,1,0.558728016380289,6.89,0.13351724137931,0.0,1
