Gamma,Z_Level,Y_Level,rx_EX_ac_e_f,rx_ATPS4rpp_f,rx_BIOMASS_Ec_iML1515_WT_75p37M
0.25,0.15,0.0,0.0,6.59761664584838,0.0124783059967167
0.25,0.15,0.0,0.0,7.68219349640508,0.0274238930564595
0.25,0.15,0.0,0.0,8.76797020534463,0.0423854244977993
0.25,0.15,0.0,0.0,9.84481837496939,0.0573200776181697
0.25,0.15,0.0,0.0,10.9282650808016,0.0722756801329489
0.25,0.15,0.0,0.0,12.0118368034538,0.0872313692532592
0.25,0.15,0.0,0.0,13.095390644333,0.102186885162586
0.25,0.15,0.0,0.0,14.1788491254846,0.117142487677268
0.25,0.15,0.0,0.0,15.2799211573857,0.132027849959102
0.25,0.15,0.0,0.0,16.383898785621,0.146913161055488
0.25,0.15,0.0,0.0,17.4878497540657,0.161798561932684
0.25,0.15,0.0,0.0,18.5918420251194,0.176683823717201
0.25,0.15,0.0,0.0,19.6958091965177,0.191569184354252
0.25,0.15,0.0,0.0,20.7998002080743,0.206454588926661
0.25,0.15,0.0,0.0,21.9037677569944,0.221339779752859
0.25,0.15,0.0,0.0,23.1286720070391,0.236128498796328
0.25,0.15,0.0,0.0,24.2010769057159,0.250809361703817
0.25,0.15,0.0,0.0,25.3657902766715,0.265490128598252
0.25,0.15,0.0,0.0,26.5305464577325,0.280170895492686
0.25,0.15,0.0,0.0,27.7002173469343,0.2945031700296
0.25,0.15,0.0,0.0,28.8795831643827,0.308596244976135
0.25,0.15,0.0,0.0,30.0589114032261,0.32268931992267
0.25,0.15,0.0,0.0,31.2383008691094,0.336782394869203
0.25,0.15,0.0,0.0,32.4178720197919,0.350871862252437
0.25,0.15,0.0,0.0,33.6217954663842,0.364974056492894
0.25,0.15,0.0,0.0,34.8025414993894,0.379063308652359
0.25,0.15,0.0,0.0,35.9915908888105,0.393149635901235
0.25,0.15,0.0,0.0,37.1744746849537,0.407215649319337
0.25,0.15,0.0,0.0,38.3188926300725,0.421248707569203
0.25,0.15,0.0,0.0,39.616333162702,0.434791986938146
0.25,0.15,0.0,0.0,40.8939440795596,0.448221185669888
0.25,0.15,0.0,0.0,42.1377815133685,0.461599490687759
0.25,0.15,0.0,0.0,43.4536782703533,0.475043881433317
0.25,0.15,0.0,0.0,44.7389847856003,0.488409281397005
0.25,0.15,0.0,0.0,46.0312976321301,0.501715001346275
0.25,0.15,0.0,0.0,47.3240321140574,0.515018014839881
0.25,0.15,0.0,0.0,48.6368441962859,0.527083438133516
0.25,0.15,0.0,0.0825612527744725,50.6536019561518,0.531461591384572
0.25,0.15,0.0,0.602426413297986,50.1502613483702,0.534687150099713
0.25,0.15,0.0,1.12528776653583,49.6372034965329,0.537850670715804
0.25,0.15,0.0,1.64810344221417,49.1242699212663,0.541014191331893
0.25,0.15,0.0,2.17094168772224,48.6112629730697,0.544177237431566
0.25,0.15,0.0,2.70041926470414,48.0620391132664,0.546921127482748
0.25,0.15,0.0,3.2165733014942,47.5853949694442,0.550504273146651
0.25,0.15,0.0,3.74618805109265,47.0355883735553,0.553242830420442
0.25,0.15,0.0,4.26188645311824,46.5908215953211,0.556803096969888
0.25,0.15,0.0,4.79130688602953,46.1578960103329,0.559413028770212
0.25,0.15,0.0,5.31370105884718,45.7606377108629,0.562455592665265
0.25,0.15,0.0,5.8289510633855,45.3996340910968,0.56593786889548
0.25,0.15,0.0,6.35845688892981,44.9662014040228,0.568540721081423
0.25,0.15,0.0,6.87366904790765,44.6055055717817,0.572027727645843
0.25,0.15,0.0,7.39602094745769,44.2084420978264,0.57507267567459
0.25,0.15,0.0,7.92563589254258,43.7744248839043,0.577668412140596
0.25,0.15,0.0,8.44073331558435,43.414312988381,0.58116251670684
0.25,0.15,0.0,8.96308819462834,43.0172523490772,0.584207465026935
0.25,0.15,0.0,9.47709289388462,42.6613959892665,0.587238968183868
0.25,0.15,0.0,9.88670283903296,42.836260291629,0.589920257613868
0.25,0.15,0.0,10.3014458060002,42.9860474745243,0.592119995153404
0.25,0.15,0.0,10.8081581053945,43.2022035644628,0.595434039118546
0.25,0.15,0.0,10.794590987715,43.2238157515421,0.595863262468094
0.25,0.15,0.0,10.7956409958816,43.2242639857968,0.59587013579773
0.25,0.15,0.0,10.8229412082132,43.235918076434,0.596048842368267
0.25,0.15,0.0,10.8617880827843,43.252505098524,0.596303174215051
0.25,0.15,0.0,10.9258438205352,43.2798541864645,0.59672242927733
0.25,0.15,0.0,11.0213921690822,43.3206355690568,0.597347920352401
0.25,0.15,0.0,11.1547450597452,43.3775704181829,0.598220832637239
0.25,0.15,0.0,11.3373951165443,43.4279660058274,0.598895382473112
0.25,0.15,0.0,11.5652616514521,43.5251789778006,0.600385683692049
0.25,0.15,0.0,11.8499777864699,43.6462628484367,0.602242106930711
0.25,0.15,0.0,12.1933250015818,43.7928167816512,0.604841600027796
0.25,0.15,0.0,12.6135884662782,43.8986718531051,0.607119019395687
0.25,0.15,0.0,13.1157054340196,43.9951270511819,0.609291872212665
0.25,0.15,0.0,13.6887882961547,44.1703264364913,0.612958256942985
0.25,0.15,0.0,14.3698180399649,44.2923031879816,0.615808464803576
0.25,0.15,0.0,15.0657415544576,44.0701577193923,0.619179241626218
0.25,0.15,0.0,15.7073826343037,43.1643297554184,0.622649780801975
0.25,0.15,0.0,16.4291287991703,42.1454024882146,0.626553606386452
0.25,0.15,0.0,17.2356959696836,41.0067423016006,0.63091620581546
0.25,0.15,0.0,18.1317944522113,39.7416875080962,0.6357630665248
0.25,0.15,0.0,19.1194679020725,38.3965654765193,0.641716072293462
0.25,0.15,0.0,20.2087451383336,36.8592527379052,0.647613380643959
0.25,0.15,0.0,21.4016837930652,35.1756332027941,0.65407195160113
0.25,0.15,0.0,22.7097813103566,33.3659747477821,0.661117068625946
0.25,0.15,0.0,24.1450071505177,31.3716320138679,0.668345924161634
0.25,0.15,0.0,25.7114893911932,30.0366921843553,0.67371405909654
0.25,0.15,0.0,27.4394545859412,27.7569834406563,0.677134212317543
0.25,0.15,0.0,29.2998810694367,25.3564376026226,0.681505041057851
0.25,0.15,0.0,31.3048910876591,22.6454284914957,0.684626138618013
0.25,0.15,0.0,33.4498701805653,19.8065717734043,0.688757413629313
0.25,0.15,0.0,35.7525781131616,16.6903482665341,0.692443306772098
0.25,0.15,0.0,38.2100487803575,13.3556968397336,0.696279339254595
0.25,0.15,0.0,40.8285378865506,10.4658973463279,0.700175928057962
0.25,0.15,0.0,43.1284110314903,8.14609573734619,0.703543032261202
0.25,0.15,0.0,43.1284110314904,8.14609573734618,0.703543032261206
0.25,0.15,0.0,43.128411032173,8.14609574782282,0.703543032414713
0.25,0.15,0.0,43.128411032173,8.14609574782233,0.703543032414713
0.25,0.15,0.0,43.123882444371,8.20292380783221,0.704371448696974
0.25,0.15,0.0,43.1238825316058,8.20292515016716,0.704371468366636
0.25,0.2,0.0,0.0,0.0,0.0
0.25,0.2,0.0,0.0,0.0,0.0
0.25,0.2,0.0,0.0,6.59568275531796,0.0124759136629272
0.25,0.2,0.0,0.0,7.67945695292174,0.027445018932724
0.25,0.2,0.0,0.0,8.76373672808306,0.0424182765009043
0.25,0.2,0.0,0.0,9.84469935050617,0.0573164650743457
0.25,0.2,0.0,0.0,10.9281005931936,0.0722711218406958
0.25,0.2,0.0,0.0,12.013547763892,0.0872257811334425
0.25,0.2,0.0,0.0,13.0953303949748,0.102186885162489
0.25,0.2,0.0,0.0,14.1809575848228,0.117135214217843
0.25,0.2,0.0,0.0,15.2799427073743,0.132028007345807
0.25,0.2,0.0,0.0,16.3838778329565,0.146913180859244
0.25,0.2,0.0,0.0,17.4879600960174,0.161798472151893
0.25,0.2,0.0,0.0,18.5919210674821,0.176683865269033
0.25,0.2,0.0,0.0,19.715142834327,0.191504394679872
0.25,0.2,0.0,0.0,20.879776527277,0.206185463026921
0.25,0.2,0.0,0.0,22.044419067547,0.220866501579268
0.25,0.2,0.0,0.0,23.2082737655192,0.235458590071179
0.25,0.2,0.0,0.0,24.3875591979912,0.249551665017714
0.25,0.2,0.0,0.0,25.5669173889428,0.263644384685351
0.25,0.2,0.0,0.0,26.7464280372883,0.27773529596959
0.25,0.2,0.0,0.0,27.9260993113994,0.291824301980722
0.25,0.2,0.0,0.0,29.1057762996295,0.305913240213442
0.25,0.2,0.0,0.0,30.2934066596277,0.319989413511895
0.25,0.2,0.0,0.0,31.4750371294168,0.334058767077565
0.25,0.2,0.0,0.0,32.6858096383513,0.348106272660621
0.25,0.2,0.0,0.0,33.9577098005382,0.361913592211311
0.25,0.2,0.0,0.0,35.1510798237585,0.375360763991071
0.25,0.2,0.0,0.0,36.4205270804829,0.388784397660034
0.25,0.2,0.0,0.0,37.6996624597292,0.402192499660504
0.25,0.2,0.0,0.0,38.9856044669344,0.415542665343182
0.25,0.2,0.0,0.0,40.3100427003315,0.428881175058248
0.25,0.2,0.0,0.0,41.6044283404275,0.442186809925673
0.25,0.2,0.0,0.0281404942038587,43.7103247391982,0.447674378031728
0.25,0.2,0.0,0.547943245272834,43.2071830910792,0.450900597498469
0.25,0.2,0.0,1.07078878252751,42.6941553168288,0.454064136281278
0.25,0.2,0.0,1.59320690972678,42.1825141437144,0.457236015103223
0.25,0.2,0.0,2.11641876601065,41.6682926131573,0.460391206272163
0.25,0.2,0.0,2.64491882250964,41.1244895385496,0.463198484711903
0.25,0.2,0.0,3.16203359999447,40.6424609721833,0.466717797159911
0.25,0.2,0.0,3.69061522880701,40.1014217525603,0.469517362980034
0.25,0.2,0.0,4.21300923612966,39.7041637946235,0.472559926358126
0.25,0.2,0.0,4.73538350552106,39.3069650448917,0.475602910046516
0.25,0.2,0.0,5.2578026287209,38.909646388098,0.478645054148251
0.25,0.2,0.0,5.78022122913222,38.5123245401508,0.481687618043311
0.25,0.2,0.0,6.30269054101064,38.1148161659171,0.484727938074649
0.25,0.2,0.0,6.81878987751301,37.749328452762,0.488152021504986
0.25,0.2,0.0,7.34737869888053,37.3206148060418,0.490815309728511
0.25,0.2,0.0,7.86356114137137,36.9549510514594,0.494241895560108
0.25,0.2,0.0,8.34061968901459,36.7866237742187,0.497152243706976
0.25,0.2,0.0,8.75461680169837,36.9402199318376,0.49942737780462
0.25,0.2,0.0,9.15989073195423,37.1361977893427,0.502514801382638
0.25,0.2,0.0,9.57387536368131,37.2897033919286,0.504785562460412
0.25,0.2,0.0,9.98348502655129,37.4644716946688,0.507464654788307
0.25,0.2,0.0,10.3885731871041,37.6610367319247,0.510562179290962
0.25,0.2,0.0,10.8010612923175,37.7742640215699,0.512859054815992
0.25,0.2,0.0,11.2139246538324,37.8784833688641,0.515099872163017
0.25,0.2,0.0,11.6317149407985,37.9580900464414,0.516895958226403
0.25,0.2,0.0,12.0396121633861,38.0870592793825,0.519581550552265
0.25,0.2,0.0,12.4664791213283,38.1451310242275,0.521073485246983
0.25,0.2,0.0,12.912487042907,37.9442196686886,0.523257659063802
0.25,0.2,0.0,12.9132724056715,37.943110940476,0.523261906947457
0.25,0.2,0.0,12.9336545997439,37.914657483598,0.523375101119626
0.25,0.2,0.0,12.9627130396109,37.8736343634691,0.523532271517689
0.25,0.2,0.0,12.9165778686215,37.9793084160052,0.523781166626852
0.25,0.2,0.0,13.010620121074,37.8060024157081,0.523791395904481
0.25,0.2,0.0,13.0820881051662,37.7051084240957,0.524177955347553
0.25,0.2,0.0,13.1818291379101,37.5643003259121,0.524717439405473
0.25,0.2,0.0,13.3123913676191,37.4206929156027,0.525924129813106
0.25,0.2,0.0,13.4849790484549,37.1363324054489,0.526357131109073
0.25,0.2,0.0,13.6978122705937,36.8358679332575,0.527508314011198
0.25,0.2,0.0,13.9555892643814,36.5129330872074,0.52940637400553
0.25,0.2,0.0,14.2695561433005,36.0287160006679,0.530600789558067
0.25,0.2,0.0,14.6356978020982,35.5530855493818,0.533088497801366
0.25,0.2,0.0,15.0674844104958,34.9022511626129,0.534916661634345
0.25,0.2,0.0,15.5608341805363,34.2474240360369,0.538097185603306
0.25,0.2,0.0,16.1270681127203,33.4482861823527,0.541162759401794
0.25,0.2,0.0,16.7686675106222,32.5423404090377,0.544636542511687
0.25,0.2,0.0,17.4926836948538,31.478507798902,0.548034195263134
0.25,0.2,0.0,18.2992509438942,30.3398470364229,0.552396794692141
0.25,0.2,0.0,19.2021900536328,29.1625445507326,0.557787277715008
0.25,0.2,0.0,20.2058321494837,27.755038752047,0.562818111704501
0.25,0.2,0.0,21.3006910299756,26.1649123127746,0.568318146087618
0.25,0.2,0.0,22.5354249061972,25.4390931082456,0.571668967860501
0.25,0.2,0.0,23.899190118103,23.5854580539879,0.573670941399354
0.25,0.2,0.0,25.3785014683491,21.6292719705566,0.576538311067058
0.25,0.2,0.0,26.9810203158395,19.5101608940583,0.579644495532186
0.25,0.2,0.0,28.7118666859339,17.2200201282657,0.582984861079686
0.25,0.2,0.0,30.5836009415446,14.6891308475177,0.586004242485446
0.25,0.2,0.0,32.5922830734538,12.016630779225,0.589816064658983
0.25,0.2,0.0,34.7518792678187,9.35528941627369,0.592418098032247
0.25,0.2,0.0,37.0588701785671,7.02880008044111,0.595788003816227
0.25,0.2,0.0,39.5164363910538,4.59355870449357,0.60007021596262
0.25,0.2,0.0,42.1390443589538,1.90568884503344,0.603208799569863
0.25,0.2,0.0,42.6858167775937,1.35387782464238,0.604014061397715
0.25,0.2,0.0,42.6858167775937,1.35387782464262,0.604014061397719
0.25,0.2,0.0,42.6858167775937,1.35387782464304,0.604014061397722
0.25,0.2,0.0,42.6858167775938,1.35387782464331,0.604014061397725
0.25,0.2,0.0,42.6858167781797,1.35387783363649,0.60401406152951
0.25,0.2,0.0,42.6819052330628,1.40265784896621,0.604725284038773
0.25,0.0,0.01,0.0,0.0,0.0
0.25,0.0,0.01,0.0,0.0,0.0
0.25,0.0,0.01,0.0,6.59575312798924,0.0124765568569866
0.25,0.0,0.01,0.0,7.6816956385036,0.0274274068486403
0.25,0.0,0.01,0.0,8.76688598767743,0.0423931225493742
0.25,0.0,0.01,0.0,9.84482430790266,0.0573200776182093
0.25,0.0,0.01,0.0,10.928272949915,0.0722756801330277
0.25,0.0,0.01,0.0,12.0119593798586,0.0872312826478071
0.25,0.0,0.01,0.0,13.0954434953917,0.102186885162586
0.25,0.0,0.01,0.0,14.1789276109329,0.117142487677326
0.25,0.0,0.01,0.0,15.2799211573673,0.13202784995916
0.25,0.0,0.01,0.0,16.3839747690885,0.146913161055547
0.25,0.0,0.01,0.0,17.4879600959961,0.16179847215197
0.25,0.0,0.01,0.0,18.5919454229262,0.176683783248317
0.25,0.0,0.01,0.0,19.6959307498448,0.191569094344703
0.25,0.0,0.01,0.0,20.7999160767623,0.206454405441089
0.25,0.0,0.01,0.0,21.9039014036973,0.221339716537419
0.25,0.0,0.01,0.0,23.0077645550301,0.236225027633805
0.25,0.0,0.01,0.0,24.1118720575341,0.251110338730187
0.25,0.0,0.01,0.0,25.2158573844519,0.265995649826576
0.25,0.0,0.01,0.0,26.319672164785,0.280881046040124
0.25,0.0,0.01,0.0,27.4236421924067,0.295766272019347
0.25,0.0,0.01,0.0,28.5278090172253,0.310651597758237
0.25,0.0,0.01,0.0,29.6317455985541,0.325537073012926
0.25,0.0,0.01,0.0,30.7357666590523,0.340422263770966
0.25,0.0,0.01,0.0,31.8709798144924,0.355202410326726
0.25,0.0,0.01,0.0,33.0357034312027,0.369883175841622
0.25,0.0,0.01,0.0,34.2002281514371,0.384563941356518
0.25,0.0,0.01,0.0,35.3651506646182,0.399244706871418
0.25,0.0,0.01,0.0,36.5296601990722,0.413925472386312
0.25,0.0,0.01,0.0,37.6943762228853,0.428606237901212
0.25,0.0,0.01,0.0,38.8627772619375,0.442915721371419
0.25,0.0,0.01,0.0,40.0420487493106,0.45700877778012
0.25,0.0,0.01,0.0,41.2213767527293,0.471101834188821
0.25,0.0,0.01,0.0,42.4007845221882,0.485194890597522
0.25,0.0,0.01,0.0,43.5800327595672,0.499287947006223
0.25,0.0,0.01,0.0,44.7594465556415,0.513380986893906
0.25,0.0,0.01,0.0,45.9387754831388,0.527474059823625
0.25,0.0,0.01,0.0,47.1183260173657,0.541564504149422
0.25,0.0,0.01,0.0,48.2979972535175,0.555653516760721
0.25,0.0,0.01,0.0,49.4775763663717,0.569742511077109
0.25,0.0,0.01,0.0,50.6576372651104,0.583826874212884
0.25,0.0,0.01,0.0,51.8381187706269,0.597906248301251
0.25,0.0,0.01,0.0,53.0319549637128,0.611827765071831
0.25,0.0,0.01,0.0,54.3104620899117,0.625241191571856
0.25,0.0,0.01,0.0,55.589135030283,0.638654331622248
0.25,0.0,0.01,0.0,56.8676864270733,0.652067404928297
0.25,0.0,0.01,0.0,58.1477897355334,0.665467268749077
0.25,0.0,0.01,0.0,59.4278189120289,0.678867763562662
0.25,0.0,0.01,0.0,60.7102757309974,0.692247594888698
0.25,0.0,0.01,0.243123192571948,61.3553085381419,0.699751373488033
0.25,0.0,0.01,0.692678788363582,61.1932436328367,0.7042608948747
0.25,0.0,0.01,1.1423359949849,61.0311646223515,0.708763269397817
0.25,0.0,0.01,1.59204413571074,60.8690971862455,0.713265643920933
0.25,0.0,0.01,2.04172680938491,60.7070239629499,0.717768018444048
0.25,0.0,0.01,2.49138353067278,60.5449448421762,0.72227039296716
0.25,0.0,0.01,2.9410921567325,60.3828775163585,0.726772767490277
0.25,0.0,0.01,3.39077483040608,60.2208042930629,0.731275142013396
0.25,0.0,0.01,3.84043106636031,60.058725062001,0.735777516536514
0.25,0.0,0.01,4.29014017775367,59.8966578464715,0.740279891059628
0.25,0.0,0.01,4.69481975690808,59.7498053695706,0.745338771256309
0.25,0.0,0.01,4.69542077695185,59.7495849414887,0.745348691406243
0.25,0.0,0.01,4.69962791725803,59.7480419449178,0.745418132455777
0.25,0.0,0.01,4.71104729808933,59.7438538113672,0.745606615304514
0.25,0.0,0.01,4.73328503970823,59.7356979723476,0.74597366085205
0.25,0.0,0.01,4.76994726237722,59.7222518593697,0.746578789997994
0.25,0.0,0.01,4.82464428720384,59.7022065679121,0.747481523641941
0.25,0.0,0.01,4.90096963191528,59.6741985375794,0.748741382683495
0.25,0.0,0.01,5.00254201930954,59.6369461917879,0.750417888022255
0.25,0.0,0.01,5.13296336880405,59.5891132980793,0.752570560557824
0.25,0.0,0.01,5.29583980066107,59.5293772879638,0.755258921189803
0.25,0.0,0.01,5.49477619060985,59.4564218330984,0.758541626975006
0.25,0.0,0.01,5.80837154228635,59.335825663624,0.762390255158436
0.25,0.0,0.01,6.30623286240296,59.1368833855486,0.766818437724631
0.25,0.0,0.01,6.88689470254427,58.9048546788323,0.771983051193051
0.25,0.0,0.01,7.55672581978198,58.6371945070755,0.777940768009452
0.25,0.0,0.01,8.32206660869681,58.3313543960485,0.784748238412985
0.25,0.0,0.01,9.18937331768095,57.9847992789929,0.792462089560303
0.25,0.0,0.01,10.3401675027847,57.5171674565205,0.800998303712924
0.25,0.0,0.01,11.6611662895932,56.9790572602998,0.810509384920827
0.25,0.0,0.01,13.1287998005473,56.3812152604085,0.821076223925901
0.25,0.0,0.01,14.3800811376528,55.4858579492548,0.832011200298675
0.25,0.0,0.01,15.3932257982052,54.3580277513769,0.84181115638542
0.25,0.0,0.01,16.5021672974576,53.1282069557716,0.852436018331666
0.25,0.0,0.01,17.7095279179334,51.9172616359506,0.863360858728606
0.25,0.0,0.01,19.2356573998354,50.6221335048965,0.872642224886311
0.25,0.0,0.01,20.9650201655814,49.5437318853904,0.882487979352149
0.25,0.0,0.01,22.8326610407376,48.3791023557652,0.893120990453892
0.25,0.0,0.01,24.8438511228318,47.1249238253621,0.904571537292949
0.25,0.0,0.01,27.0040027403123,45.7778890382698,0.916869898970681
0.25,0.0,0.01,29.3183875877651,44.3346769623167,0.930046354588462
0.25,0.0,0.01,31.7924452328586,42.7919754330008,0.944129668737838
0.25,0.0,0.01,34.5713138926417,41.5302862477091,0.9579256647906
0.25,0.0,0.01,37.2406318093509,39.5432382600956,0.965847368291394
0.25,0.0,0.01,40.0166041119706,35.7538570653421,0.970249070211944
0.25,0.0,0.01,42.9635711154736,31.7608174701453,0.974912821966946
0.25,0.0,0.01,44.3448327613215,29.8752596783937,0.977110614600702
0.25,0.0,0.01,44.3448328744168,29.8752618392697,0.977110640034759
0.25,0.0,0.01,44.3448328744168,29.8752618392712,0.977110640034767
0.25,0.0,0.01,44.3448328744168,29.8752618392717,0.977110640034772
0.25,0.0,0.02,0.0,0.0,0.0
0.25,0.0,0.02,0.0,0.0,0.0
0.25,0.0,0.02,0.0,6.59573863356286,0.012476790119569
0.25,0.0,0.02,0.0,7.67855613220266,0.0274272587751918
0.25,0.0,0.02,0.0,8.76693496088922,0.0423928936799127
0.25,0.0,0.02,0.0,9.84482430790267,0.0573200776182098
0.25,0.0,0.02,0.0,10.9282648923245,0.0722756801329885
0.25,0.0,0.02,0.0,12.0119593798702,0.0872312826477677
0.25,0.0,0.02,0.0,13.0953906443458,0.102186885162547
0.25,0.0,0.02,0.0,14.1789276109329,0.117142487677326
0.25,0.0,0.02,0.0,15.2799894421716,0.13202784995916
0.25,0.0,0.02,0.0,16.3839747690899,0.146913161055546
0.25,0.0,0.02,0.0,17.4879600960076,0.161798472151933
0.25,0.0,0.02,0.0,18.5919454229258,0.176683783248319
0.25,0.0,0.02,0.0,19.6958871529165,0.191569241164095
0.25,0.0,0.02,0.0,20.7999111995164,0.206454421865975
0.25,0.0,0.02,0.0,21.9039014036975,0.221339716537417
0.25,0.0,0.02,0.0,23.0077645550292,0.236225027633802
0.25,0.0,0.02,0.0,24.1117421832674,0.251110338730188
0.25,0.0,0.02,0.0,25.2158322105572,0.265995734603559
0.25,0.0,0.02,0.0,26.3196943678179,0.280880971268111
0.25,0.0,0.02,0.0,27.4236472181768,0.29576633856395
0.25,0.0,0.02,0.0,28.5278133652021,0.310651583115751
0.25,0.0,0.02,0.0,29.6317784047864,0.325536962532859
0.25,0.0,0.02,0.0,30.7406042436144,0.340405379555616
0.25,0.0,0.02,0.0,31.9053202674298,0.355086145070515
0.25,0.0,0.02,0.0,33.1362959332561,0.36976691058541
0.25,0.0,0.02,0.0,34.3036426474867,0.384447676100307
0.25,0.0,0.02,0.0,35.3996747681114,0.399128441615206
0.25,0.0,0.02,0.0,36.5641211326507,0.413809207130104
0.25,0.0,0.02,0.0,37.7284734648008,0.428288772996344
0.25,0.0,0.02,0.0,38.9385283843772,0.442381847942879
0.25,0.0,0.02,0.0,40.0871309797387,0.456474922889414
0.25,0.0,0.02,0.0,41.2664597372076,0.470567997835948
0.25,0.0,0.02,0.0,42.4457884946771,0.484661072782483
0.25,0.0,0.02,0.0,43.6251172521466,0.498754147729018
0.25,0.0,0.02,0.0,44.804446009615,0.512847222675553
0.25,0.0,0.02,0.0,45.9839766107299,0.526937903439355
0.25,0.0,0.02,0.0,47.2012929941025,0.54102693458783
0.25,0.0,0.02,0.0,48.381943071606,0.55511596531111
0.25,0.0,0.02,0.0,49.5628709908333,0.569201697672688
0.25,0.0,0.02,0.0,50.7037460316311,0.583281090292094
0.25,0.0,0.02,0.0,51.8885374206308,0.597265543757503
0.25,0.0,0.02,0.0,53.1670451901205,0.610678988408254
0.25,0.0,0.02,0.0,54.4454511602123,0.624092200280903
0.25,0.0,0.02,0.0,55.8286738013865,0.636715499853796
0.25,0.0,0.02,0.42963839088132,55.7518798434886,0.641469878171138
0.25,0.0,0.02,0.878754959752653,55.5898163058061,0.645998831619202
0.25,0.0,0.02,1.32787152862367,55.4277527681236,0.650527785067276
0.25,0.0,0.02,1.77698809749464,55.2656892304412,0.655056738515345
0.25,0.0,0.02,2.22608096634604,55.1036203071137,0.659585691963415
0.25,0.0,0.02,2.67519737248402,54.9415567324515,0.664114645411484
0.25,0.0,0.02,3.1243378041078,54.779498617394,0.668643598859553
0.25,0.0,0.02,3.57345437297899,54.6174350797115,0.673172552307622
0.25,0.0,0.02,4.0225709418505,54.4553715420291,0.677701505755691
0.25,0.0,0.02,4.44415838202662,54.3030036427789,0.682152882933363
0.25,0.0,0.02,4.67868785879462,54.2166816691008,0.686070609564053
0.25,0.0,0.02,4.91319834031992,54.1304232458377,0.689977812459715
0.25,0.0,0.02,5.1477049222122,54.0441521383499,0.693885015355383
0.25,0.0,0.02,5.38218740621614,53.9580339143899,0.697772800139757
0.25,0.0,0.02,5.66738259942575,53.8535625979794,0.702463755698223
0.25,0.0,0.02,5.66798346383245,53.8533429507251,0.702473567780616
0.25,0.0,0.02,5.67218951467874,53.8518054199463,0.702542252357372
0.25,0.0,0.02,5.68360198907012,53.8476192762318,0.702728681922852
0.25,0.0,0.02,5.70583792144854,53.8395051737162,0.703091728971419
0.25,0.0,0.02,5.7424906502514,53.8261066912157,0.703690265997434
0.25,0.0,0.02,5.79716931125258,53.8061187910916,0.70458316549526
0.25,0.0,0.02,5.87347909089155,53.7782235898199,0.705829299959259
0.25,0.0,0.02,5.97502119952875,53.741090270997,0.707487541883793
0.25,0.0,0.02,6.10540876379582,53.6934267779337,0.709616763763224
0.25,0.0,0.02,6.26824300304183,53.6339023234622,0.712275838091912
0.25,0.0,0.02,6.46713312461728,53.5612121027608,0.715523637364227
0.25,0.0,0.02,6.73186153941814,53.4623860419895,0.719397982090373
0.25,0.0,0.02,7.22972323141325,53.2634437106798,0.723826147344076
0.25,0.0,0.02,7.8103849489433,53.0314150214873,0.728990766520552
0.25,0.0,0.02,8.48021592474077,52.7637548699957,0.734948489921575
0.25,0.0,0.02,9.24555813200816,52.4579149667121,0.741755967848894
0.25,0.0,0.02,10.1128625820732,52.1113597622179,0.749469850604265
0.25,0.0,0.02,11.0884167290752,51.7215345970643,0.758146788489434
0.25,0.0,0.02,12.1786170652786,51.285897551742,0.767843431806148
0.25,0.0,0.02,13.3898328234168,50.8019035218452,0.778616430856174
0.25,0.0,0.02,14.7284041845236,50.2670040085159,0.790522435941267
0.25,0.0,0.02,15.9937219650745,49.6176744372461,0.802996621219572
0.25,0.0,0.02,17.1062718670251,48.4387880338143,0.814794493606229
0.25,0.0,0.02,18.316787350449,47.090010523699,0.826531312522302
0.25,0.0,0.02,19.6316036543406,45.6318752126053,0.839128603597463
0.25,0.0,0.02,21.0559441591357,44.0521849354402,0.852775086044797
0.25,0.0,0.02,22.6620634353402,42.6990009024023,0.866380140459909
0.25,0.0,0.02,24.7327049355713,41.5462969468565,0.877108806388473
0.25,0.0,0.02,26.9567167072573,40.3082158533619,0.88863048453355
0.25,0.0,0.02,29.3395212767577,38.9817366842539,0.900974801988122
0.25,0.0,0.02,31.8866502733935,37.5637824539014,0.914168795892218
0.25,0.0,0.02,34.6034681421003,36.051362062015,0.928243472111246
0.25,0.0,0.02,37.5511414859933,34.1662196654837,0.941089595432586
0.25,0.0,0.02,40.295424594539,31.484890520868,0.949806424440791
0.25,0.0,0.02,43.2224486762596,29.617028236752,0.955757742886682
0.25,0.0,0.02,44.2572096373474,28.2010740905667,0.957405026555609
0.25,0.0,0.02,44.257209813492,28.2010774560956,0.957405066168766
0.25,0.0,0.02,44.2572099315501,28.2010797117928,0.957405092718881
0.25,0.0,0.02,44.2572099315501,28.2010797117927,0.957405092718881
0.25,0.0,0.04,0.0,0.0,0.0
0.25,0.0,0.04,0.0,0.0,0.0
0.25,0.0,0.04,0.0,6.59571468087973,0.0124758707245043
0.25,0.0,0.04,0.0,7.68094924301661,0.0274326747747222
0.25,0.0,0.04,0.0,8.76573714174869,0.0424012649101268
0.25,0.0,0.04,0.0,9.84469385679607,0.0573164625476365
0.25,0.0,0.04,0.0,10.9281004047185,0.0722711218404612
0.25,0.0,0.04,0.0,12.013543004253,0.0872259491018907
0.25,0.0,0.04,0.0,13.0973035031192,0.102180442787462
0.25,0.0,0.04,0.0,14.1810606444888,0.117135099719168
