Gamma,Z_Level,Y_Level,rx_EX_ac_e_f,rx_ATPS4rpp_f,rx_BIOMASS_Ec_iML1515_WT_75p37M
0.25,0.02,0.0,0.0,0.0,0.0
0.25,0.02,0.0,0.0,0.0,0.0
0.25,0.02,0.0,0.0,6.59565462807698,0.0124767554981948
0.25,0.02,0.0,0.0,7.68074186507512,0.0274341006543481
0.25,0.02,0.0,0.0,8.76574362196679,0.0424013015436543
0.25,0.02,0.0,0.0,9.84469385680464,0.0573164625478747
0.25,0.02,0.0,0.0,10.9281005931922,0.0722711218406561
0.25,0.02,0.0,0.0,12.0134963355479,0.0872257811335202
0.25,0.02,0.0,0.0,13.0973570519124,0.102180440426306
0.25,0.02,0.0,0.0,14.1811212267726,0.117135099719131
0.25,0.02,0.0,0.0,15.2799894421722,0.13202784995916
0.25,0.02,0.0,0.0,16.3838987856027,0.146913161055546
0.25,0.02,0.0,0.0,17.487876413826,0.161798472151966
0.25,0.02,0.0,0.0,18.5919454229144,0.176683783248357
0.25,0.02,0.0,0.0,19.6958214695171,0.191569241221369
0.25,0.02,0.0,0.0,20.7997875937286,0.206454421904173
0.25,0.02,0.0,0.0,21.9037623240282,0.221339716537418
0.25,0.02,0.0,0.0,23.0078867306134,0.236225027633804
0.25,0.02,0.0,0.0,24.1118720575356,0.25111033873019
0.25,0.02,0.0,0.0,25.2158166678602,0.265995786945999
0.25,0.02,0.0,0.0,26.3198396148117,0.2808809713511
0.25,0.02,0.0,0.0,27.423641762564,0.295766384180261
0.25,0.02,0.0,0.0,28.5276227677587,0.310651644045047
0.25,0.02,0.0,0.0,29.6316115885014,0.325536957308178
0.25,0.02,0.0,0.0,30.7407708027989,0.340405411543196
0.25,0.02,0.0,0.0,31.9053103592952,0.355086178437633
0.25,0.02,0.0,0.0,33.0702172169324,0.369766945332065
0.25,0.02,0.0,0.0,34.2347415876395,0.3844477122265
0.25,0.02,0.0,0.0,35.3996636310639,0.399128479120937
0.25,0.02,0.0,0.0,36.564109585933,0.413809246015374
0.25,0.02,0.0,0.0,37.7284734647999,0.428288772996343
0.25,0.02,0.0,0.0,38.9078022222707,0.442381847942877
0.25,0.02,0.0,0.0,40.0871309797388,0.456474922889414
0.25,0.02,0.0,0.0,41.2664597372062,0.470567997835948
0.25,0.02,0.0,0.0,42.4457884946782,0.484661072782483
0.25,0.02,0.0,0.0,43.6251172521467,0.498754147729018
0.25,0.02,0.0,0.0,44.8401318681879,0.512847222675553
0.25,0.02,0.0,0.0,46.0206429524159,0.526937903439355
0.25,0.02,0.0,0.0,47.2012929941025,0.54102693458783
0.25,0.02,0.0,0.0,48.3433159932991,0.55511596531111
0.25,0.02,0.0,0.0,49.5628709908346,0.569201697672684
0.25,0.02,0.0,0.0,50.744332946361,0.583281090292094
0.25,0.02,0.0,0.0,51.8884138247877,0.597265543757503
0.25,0.02,0.0,0.0,53.1669188185503,0.610678988408252
0.25,0.02,0.0,0.0,54.4454511602127,0.624092200280901
0.25,0.02,0.0,0.0,55.7241265955388,0.637505317071041
0.25,0.02,0.0,0.0,57.0040266604607,0.650906910850145
0.25,0.02,0.0,0.0,58.2841647386452,0.6643064787197
0.25,0.02,0.0,0.0,59.5667066547511,0.677685585720125
0.25,0.02,0.0,0.0,60.8533723438184,0.691028375023283
0.25,0.02,0.0,0.0,62.1448110754609,0.704332971717632
0.25,0.02,0.0,0.0673685105127142,63.2179513907329,0.716321058638261
0.25,0.02,0.0,0.424793120198734,63.3523741282796,0.722644136155621
0.25,0.02,0.0,0.782510509544042,63.4867743093689,0.728952358042668
0.25,0.02,0.0,1.14020303600474,63.6211716804481,0.73526047946876
0.25,0.02,0.0,1.49792235146491,63.7555717036731,0.741568600894853
0.25,0.02,0.0,1.85566915139448,63.8899744478964,0.747876722320944
0.25,0.02,0.0,2.22399083365803,64.029546298573,0.753691270580512
0.25,0.02,0.0,2.63240367504964,64.0480857250069,0.757639409819679
0.25,0.02,0.0,3.0507340345033,64.0105487314048,0.761124678331661
0.25,0.02,0.0,3.55968643239206,63.9648016642446,0.765364489511183
0.25,0.02,0.0,3.56075886972367,63.964705343101,0.765373423855953
