Gamma,Z_Level,Y_Level,rx_EX_ac_e_f,rx_EX_co2_e_f,rx_EDD,rx_MALS,rx_AKGDH,rx_ATPS4rpp_f,rx_BIOMASS_Ec_iML1515_WT_75p37M,rx_EX_glc__D_e_b
0.2,0.0,0.0,7.48684330538654,21.4400885705038,0.0,2.58903255397895,0.0,50.8153049364524,0.711854928194448,10.9259259259259
0.2,0.0,0.0,8.06627339932746,21.4506526144941,0.0,2.39215749189944,0.0,50.5834524705535,0.717076875601131,11.1564591446248
0.2,0.0,0.0,8.73480101228821,21.4628278686749,0.0,2.1651317104167,0.0,50.3159788022438,0.723095265628035,11.4223941738735
0.2,0.0,0.0,9.49882228894904,21.4767146944722,0.0,1.90580911074275,0.0,50.0103419486264,0.729966744491676,11.7262597144254
0.2,0.0,0.0,10.364514555548,21.4924808929593,0.0,1.6119498693542,0.0,49.6640033493073,0.73775314980593,12.0705844670342
0.2,0.0,0.0,11.3383435153754,21.5101848856028,0.0,1.28141148964984,0.0,49.2744321456322,0.746511664473998,12.4578971324533
0.2,0.0,0.0,12.4265578293992,21.5300002591855,0.0,0.912020179694652,0.0,48.8390721195643,0.75629947139903,12.8907264114365
0.2,0.0,0.0,13.635704435967,21.5519889616684,0.0,0.501704726850219,0.0,48.3553741281833,0.767168779403628,13.3716010047371
0.2,0.0,0.0,14.9728687822634,21.5762101175995,0.0,0.0488329901730024,0.0,47.8206834284462,0.779141618831342,13.9030496131088
0.2,0.0,0.0,16.0205701164782,20.6995967802319,0.0,0.0007055518801102,0.0,47.1055410485869,0.790977444069819,14.4876009373051
0.2,0.0,0.0,17.1197731278011,19.6329264654371,0.0,0.0007169745448122,0.0,46.3057862868371,0.803783121986835,15.1277836780795
0.2,0.0,0.0,18.3188013987211,18.4693572003492,0.0,0.0007294349499546,0.0,45.4333693832732,0.817752186047728,15.8261265361857
0.2,0.0,0.0,19.6220300746027,17.2046690612985,0.0,0.0007429782146867,0.0,44.4851359232412,0.832935218258756,16.5851582123771
0.2,0.0,0.0,21.0338008389802,15.8346487618595,0.0,0.0007576494581585,0.0,43.4579268835268,0.849382800626174,17.4074074074074
0.2,0.0,0.0,22.5584553753853,14.3550830156001,0.0,0.0007734937995193,0.0,42.3485832408943,0.867145515156225,18.29540282203
0.2,0.0,0.0,24.2115445154446,12.7415640743241,0.0,0.0007897735347094,0.0,40.8142280126186,0.885396339360373,19.2516731569986
0.2,0.0,0.0,25.9849599513318,8.94254868620953,0.0,0.0008047663879815,0.0,39.0021788768475,0.902204470831412,20.2787471130666
0.2,0.0,0.0,28.1624380587876,5.53863587298224,1.27356770243278,0.0008177771329069,0.0,37.2806397302267,0.916790507743295,21.3791533909877
0.2,0.0,0.0,30.6980275812142,4.42758236827729,3.67711221379701,0.0008297905220185,0.0,35.8686135157828,0.930258432756385,22.5554206915154
0.2,0.0,0.0,33.4025958392811,3.24248516888349,6.24083561413081,0.0008426045167824,0.0,34.362485948459,0.944623897738098,23.8100777154032
0.2,0.0,0.0,36.2815937599436,1.98095576852177,8.96990496436784,0.0008562449431869,0.0,32.7592215007441,0.95991585559065,25.1456531634046
0.2,0.0,0.0,39.3404722701585,0.640605660910637,11.869487325443,0.0008707376272208,0.0,31.0557846451249,0.97616325921625,26.5646757362734
0.2,0.0,0.0,42.5848602924509,0.0,14.7813739504604,0.0008850388983878,0.0,28.9253805258113,0.992196074425859,28.0696741347629
0.2,0.0,0.0,44.9793251427563,0.0,17.9197616618312,0.0,0.0,27.8354647542725,0.9986284331515,29.1634203279306
0.2,0.0,0.0,44.9793251427563,0.0,17.9197616618308,0.0,0.0,27.8354647542724,0.998628433151502,29.1634203279306
0.2,0.0,0.0,44.9793251427563,0.0,17.9197616618305,0.0,0.0,27.8354647542724,0.998628433151509,29.1634203279307
0.2,0.0,0.0,44.9793251427563,0.0,17.9197616618305,0.0,0.0,27.8354647542724,0.998628433151509,29.1634203279307
0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.01,0.0,0.0,2.06334326480703,0.0,0.0364499389879657,0.634562945021292,6.59566025689568,0.0124767157354295,0.428813559322034
0.2,0.01,0.0,0.0,2.43818879690593,0.0,0.0802452009598678,0.692180609797051,7.68149018093044,0.0274288084862009,0.593220338983051
0.2,0.01,0.0,0.0,2.812973672417,0.0,0.12402451386112,0.751311894150346,8.76690253159383,0.0423931225493741,0.757627118644068
0.2,0.01,0.0,0.0,3.18605534241226,0.0,0.167720094752921,0.817877476974864,9.8448244573799,0.0573200776181906,0.922033898305085
0.2,0.01,0.0,0.0,3.56036166012632,0.0,0.211480591512604,0.878946487367933,10.9282721714829,0.0722756801330281,1.0864406779661
0.2,0.01,0.0,0.0,3.9346881123829,0.0,0.155924502290325,1.03914040589633,12.0119828154605,0.0872312037182036,1.25084745762712
0.2,0.01,0.0,0.0,4.30898872575199,0.0,0.0824630954782033,1.21741439048056,13.0954434953902,0.102186885162586,1.41525423728814
0.2,0.01,0.0,0.0,4.68329690810174,0.0,0.0091977510320888,1.39545686475843,14.1789590824733,0.117142381683191,1.57966101694915
0.2,0.01,0.0,0.0,5.06007198109342,0.0,-8.0434547911068e-11,1.49783084592097,15.2799009835012,0.1320278499592,1.74406779661017
0.2,0.01,0.0,0.0,5.43719991035903,0.0,0.0001392735947713,1.58919331194079,16.3838987855915,0.146913161055586,1.90847457627119
